id,type,text1,text2,text3,text4,notes
A_S-F_gatorbacker,SHIP,"Externally this ship appears to share similarities with some of the more common vessels seen in the sector, but the internals are anything but standard.

The integrated multi-function jamming weapon and target priority system makes the Gatorbacker able to disrupt and disable nearly anything it comes across.

A majority of the data storage on internal systems has been heavily corrupted, but what little documentation can be recovered makes several reference to an ""Ark"" but the location of this Ark, or what it could be remains a mystery.",,,,
A_S-F_grandum,SHIP,"Externally this ship appears to share similarities with some of the more common vessels seen in the sector, but the internals are anything but standard.

The pair of missile arrays mounted on this vessel output respectable anti-shield pressure, but when combined with the integrated subweapons it provides impressive multi-role damage output.

A majority of the data storage on internal systems has been heavily corrupted, but what little documentation can be recovered makes several reference to an ""Ark"" but the location of this Ark, or what it could be remains a mystery.",,,,
A_S-F_galsteel,SHIP,"Externally this ship appears to share similarities with some of the more common vessels seen in the sector, but the internals are anything but standard.

Features the exotic AURA System that allows for the ship to hit a lot harder than its rather modest weapons load might suggest.

A majority of the data storage on internal systems has been heavily corrupted, but what little documentation can be recovered makes several reference to an ""Ark"" but the location of this Ark, or what it could be remains a mystery.",,,,
A_S-F_genbura,SHIP,"Externally this ship appears to share similarities with some of the more common vessels seen in the sector, but the internals are anything but standard.

Featuring both a respectable weapons load as well as the AURA System allows for this ship to deliver very heavy bursts of damage output.

A majority of the data storage on internal systems has been heavily corrupted, but what little documentation can be recovered makes several reference to an ""Ark"" but the location of this Ark, or what it could be remains a mystery.",,,,
A_S-F_bathory_mod,SHIP,"The Gutkeled is a heavily modified Bathory, acting as a testbed for a newly developed advanced quantum disruptor.

One of the first vessels able to reliably detect phased ships, the Bathory has been continously refitted with some of the most advanced sensor hardware available allowing it to remain a practical combat vessel even all these years after its initial production. This modified variant has had most of the more advanced sensors replaced with the requisite hardware for a heavy quantum disruptor.",,,,
A_S-F_ilgryps,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Splendor was developed by competing design team as a competitor to the Brilliant and while less prevalent in AI fleets it still remains a reasonably common sight. One interesting feature of this hull is the presence of what appear to be vestigial allowances for crewed usage, although the majority of such features have since been packed with munitions storage or have power conduits running straight through them, showing that such considerations were abandoned at some point relatively late in the design process.",,,,
A_S-F_nebel,SHIP,"A unique vessel, the Nebel appears to be an extremely heavily modified version of the Splendor droneship featuring a fully fleshed out crew compartment. A specialised missile foundry has also been installed in the core of the vessel, giving this ship the potential to be far more deadly than other ships of the same weight class and when combined with it's superior combat mobility it can pose as a threat to even capital grade vessels.",,,,
A_S-F_auditor_mod,SHIP,"Heavily customised variant of the Auditor designed to optimise defensive and anti-fighter capabilities.

This custom modification of the Auditor attempts to go back to its core origin in the Monitor, discarding attempts at increased firepower and instead installs a pair of customised ""Shevalye"" PD Systems giving it unsurpassed point defense capability for a vessel of its size.",,,,
A_S-F_velox,SHIP,"An ultra mobile lightweight frigate, while the Velox is able to mount a very respectable strike package in order to make the most out of its strike potential it must sacrifice point defense capabilities.

A favorite of admirals who favour the wolfpack school of combat, the Velox's effective shielding and impressive speed make it reparkably survivable and give it ample opportunities to take advantage of narrow windows of vulnerability.",,,,
A_S-F_buraq,SHIP,"The Buraq is unusual as far as missile focused vessels go as it only features a single mount for missile weapons but a massive portion of internal space is dedicated to munitions storage for that one weapon, this makes it highly specialised based on the installed weapon but with prodigous ammunition supplies it is able to bring the most out of it.",,,,
A_S-F_auspice,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Auspice acts as a front line support vessel, in that it ""supports"" its allies by crippling lighter targets with its medium energy mount and disabling larger ones with its EMP Emitter.",,,,
A_S-F_rinka,SHIP,"The Rinkas ability to mount a rather heavy armament for a frigate makes it popular among mercenaries and hotshot captains alike, but such aggressive loadouts will often lack in practical armaments for dealing with strikecraft and missiles, which can lead to it being relegated from practical usage in larger engagements.",,,,
A_S-F_transparence,SHIP,The Transparence is a unique prototype ship featuring a wide variety of bleeding-edge technologies. The Photon Accelerator Core around which this vessel has been constructed stretches the bounds of what could be considered possible by conventional domain science to allow for the ship to deliver cruiser-grade levels of firepower while being nearly as agile as some frigates.,,,,
A_S-F_invigilator,SHIP,"A centralised energy weapon mount with a direct feed to the ships power core gives the Invigilator tremendous potential to deliver high-intensity bursts of damage.

Able to deliver a punch well above it's weight-class the Invigilator is considered a welcome addition to smaller fleets and even poses a not inconsiderable threat to destroyers and even some cruisers.",,,,
A_S-F_incisor,SHIP,"A lightweight support fighter, able to provide minor beam suppression and Point Defense at a respectable range. While the Incisor is incapable of dealing notable damage to even the lowest quality shield emitter, the threat of armour ablation proves sufficient to allow the craft to force captains to keep their shields active when under fire.",,,,
A_S-F_henki,SHIP,"A high mobility Destroyer, the Henki features a rather advanced sensor array for a combat vessel, this combined with repsectable speed and focused frontal firepower make it a favorite of captains aiming to intercept and destroy smugglers and smaller pirate raiding fleets.

The ship features a somewhat archaic shield emitter design that relies on a direct plasma-tap from the ships primary thrusters for power, this unfortuately interferes with combat mobility while active but it should be noted that the shield itself is rather efficient in absorbing damage.",,,,
A_S-F_pneuma,SHIP,"A unique modification of the Henki, the Pneuma has been dedicated to high-speed raiding combat, featuring an extra Huivi missile pod to give it tremendous point defense saturation capability, an additional main engine and altered weapon mounts.

A very high mobility Destroyer, the Pneuma features a rather advanced sensor array for a combat vessel, this combined with impressive speed and focused frontal firepower make owning it a dream for any captain aiming to intercept and destroy smugglers and smaller pirate raiding fleets.

The ship features a somewhat archaic shield emitter design that relies on a direct plasma-tap from the ships primary thrusters for power, this unfortuately interferes with combat mobility while active but it should be noted that the shield itself is rather efficient in absorbing damage.",,,,
A_S-F_perytonne,SHIP,"] WARNING: Hull Ident Failure.
] Pattern Matching....
] 73% Match: Peryton Missile Cruiser.
] ERROR: Anomalous Energy Readings Detected.
] ERROR: HWPREDICT ROUND FAIL;
] ERROR: VDEF PERCENTNAN;
] ERROR: CDEF PREDICT & PREDICTSIGMA OOB;
] -
] -
] -",,,,
A_S-F_gyastar,SHIP,"""I don't care if there are only four of them. Keep the shields up and intensify the barrage, we're not putting out anywhere near enough flak for my liking.""",- Captain Nigel Hinckson,,,
A_S-F_giganberg,SHIP,"Externally this ship appears to share similarities with some of the more common vessels seen in the sector, but the internals are anything but standard.

While the missile mounting capability and integrated AURA Bolter might seem like enough to make this vessel a serious threat, the pair of Gyastar drone fighter wings are what truly make it shine in combat.

A majority of the data storage on internal systems has been heavily corrupted, but what little documentation can be recovered makes several reference to an ""Ark"" but the location of this Ark, or what it could be remains a mystery.",,,,
A_S-F_rinka_p,SHIP,"Pirate engineers have dropped all pretense of subtlety with this conversion of the Rinka, taking an already aggressive craft and ending up with this haphazardly assembled hunk of metal with hypertrophied engines and an aggressively tuned weapons load. While technically lighter armed than the standard Rinka, the combination of tremendous speed and an expanded missile store makes this modification an absolute terror, albeit only for as long as its overclocked systems can manage to hold together.",,,,
A_S-F_apologee,SHIP,"] WARNING: Hull Ident Failure.
] Pattern Matching....
] 68% Match: Apogee Cruiser.
] ERROR: Anomalous Energy Readings Detected.
] ERROR: EPS OUTPUT FAIL;
] ERROR: RRD COMPUTE OOB;
] ERROR: RPN & MRTG FORECAST NAN;
] -
] -
] -",,,,
A_S-F_peluda,SHIP,"Able to operate in a variety of roles thanks to its flexible mounting options the Peluda is a welcome addition to near enough any fleet.

While the ship features energy focusing systems that allow the ship to get the most out of installed energy weapons, it can prove more tempting to mount ballistic or missile weapons, the sheer efficiency and power they offer outweighing the advantage of the focus systems.

The Peluda started off as a testbed for an atypical flux conduit design, while efficient the original conduits proved highly unreliable in combat situations and were scrapped and instead replaced with a more standard albeit heavily insulated style of conduit.",,,,
A_S-F_hecatocles,SHIP,"A veritable flying arsenal, the Hecatocles carries a broad selection of munitions allowing it to prove useful in near enough any circumstance, but lacks a dedicated focus of intent.",,,,
A_S-F_rangda,SHIP,"A prototype testbed for a novel vectored thrust system, the Rangda is one of the most slippery vessels in the sector, able to get in and out of combat with ease.

Seeing the limited level of firepower that could be installed in the hull, a Ballistic Overdrive system was integrated, which diverts output from the Aspinas autoloader to give the central hardpoint cluster a truly punishing rate of fire when it has clocked up to full tilt.",,,,
A_S-F_niteo,SHIP,"Autonomous AI fleets were developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. This however, is no remnant of those fleets.

While sharing some design features with discarded prototype hulls, its origins are as much of an unknown as the source of the variety of advanced technologies crammed into its hull. The Niteo pushes temporal manipulation technology to an impressive extreme, cementing its place as one of the most feared vessels encountered in AI remnant warfleets.",,,,
A_S-F_triarii,SHIP,"Designed as a ship of the line, the Triarii features a somewhat underwhelming weapons load but makes up for it with a solid array of defensive measures and a respectable flux core for a ship of its size.

One of the core features of the vessel is the rapid fabrication and control system for a bank of armoured ""Panel"" drones, they provide a disposable screen against incoming fire, and the deployed drones also carry small sensor relays allowing them to act as a distributed sensor net, enabling the ship to engage opposition at slightly extended ranges.",,,,
A_S-F_downfall,SHIP,"A brute force solution to dealing with armoured targets, the combination of a heavyweight snub-nosed mortar and a bank of light canister flak tubes allow the Downfall to just plow its way through near enough any threat, only slightly hampered by the sheer bulk of the craft making it something of an easy target for point-defense weaponry.",,,,
A_S-F_lafiel,SHIP,"Origins unknown, the designers clearly thought that it'd be sane to expose living crew to a rapidly fluctuating temporal gradient. Aftereffects of combat deployment mean that even with stringent psychological profiling, frequent cycling of crews is highly recommended.",,,,
A_S-F_superlasher,SHIP,"Initial development of the Flogger followed demands for an upgrade package for the Lasher class Frigate. While at first efforts were merely made to fill perceived flaws in the design of the Lasher, eventually a lack of directed oversight lead to the project ballooning beyond the inital scope and finally resulting in the Flogger.

Speed, firepower, and defenses have all been improved over the Lasher, and the addition of a highly adaptable mount system make it able to pose a potent threat in near enough any engagement.",,,,
A_S-F_coruscate,SHIP,"An autonomous AI support fighter, the Coruscate packs a respectable weapons load and is geared towards delivering sustained direct-fire pressure against hostile vessels, albeit at a sacrifice of ability to protect its mothership against fighters and missiles.",,,,
A_S-F_phobia,SHIP,"Often considered unsettling and unpleasant, the Phobia proves an unwelcome reminder of the potency of phase vessels in no small part thanks to a heavy-duty EMP Emission system.

While an unconventional phase coil layout is the key to this vessels above average maneuverability, what truly sets it apart is the frontal cluster of mounts and their attendant support hardware that allow it far more flexibility in engagement options than initial impressions may suggest.",,,,
A_S-F_jorogumo,SHIP,"A custom modified variant of the Phobia. Alterations including the mounting of a launch deck for a set of heavy defensive phase drones make the Jorogumo remarkably well defended for a phase vessel.

Often considered unsettling and unpleasant, the Phobia proves an unwelcome reminder of the potency of phase vessels in no part thanks to a heavy-duty EMP Emission system.

While an unconventional phase coil layout is the key to this vessels above average maneuverability, what truly sets it apart is the frontal cluster of mounts and their attendant support hardware that allow it far more flexibility in engagement options than initial impressions may suggest.",,,,
A_S-F_misside,SHIP,"A missile platform like no other ship (in its class) the Misside features an impressive number of missile mounts that allow it to field a truly punishing load of strike firepower. Alternatively it can be outfitted with support oriented missiles, giving it the ability to act as a persistent thorn in the side of any opposing fleet.",,,,
A_S-F_initone,SHIP,"A vessel developed after an in-depth analysis of refined combat data, equipped with an advanced flux system that allows for more aggressive tactics to be employed.

All around impressive performance allows the Initone to engage most targets effectively, but sacrifices made in the integration of the secondary flux bank have resulted in a reduction in what flux can be allocated to the shield emitter, leaving it somewhat vulnerable to kinetic firepower.",,,,
A_S-F_initone_lg,SHIP,"Modified for operations in the Askonia system under orders from Supreme Executor Philip Andrada, this hull includes integrated solar shielding as well as a peculiar internal cladding provided by an industrial conglomerate out of Sindria itself. That the chief designer, appointed by the Supreme Executor for his many cycles of loyal service, sits on the board of that conglomerate is simply an example of the unity and efficiency of the Sindrian Polity.

A vessel developed after an in-depth analysis of refined combat data, equipped with an advanced flux system that allows for more aggressive tactics to be employed.

All around impressive performance allows the Initone to engage most targets effectively, but sacrifices made in the integration of the secondary flux bank have resulted in a reduction in what flux can be allocated to the shield emitter, leaving it somewhat vulnerable to kinetic firepower.

Modifications approved by the Supreme Executor removed the 'awkward' and 'ineffective' missile mounts, leaving more room to focus on the vessels primary weaponry.",,,,
A_S-F_naja,SHIP,"The Naja is a bomber designed with the sole intent of carrying and effectively delivering a cauldron torpedo.

The design was proposed shortly after the Cobra project ran into initial setbacks and rather impressively the design was finalised and into production well before the Cobra even reached final prototype stages. Analysis of the Tri-Tachyon corporations public records show that any allegations of bribes being sent to The Domain Naval Procurement Board are completely unfounded, and it is undoubted that the Naja saw successful development purely through the merits of its design and not through corporate intervention of any kind.",,,,
A_S-F_ocklynge,SHIP,"The Ocklynge-class would be long-obsolete without being gutted and filled with new equipment several times over. They've outlived most ships of their time and quite a few newer classes, many say they shouldn't have survived this long and are only fit as museum pieces, but with the state of the sector post-Collapse they are sure to stay in service for a while longer.",,,,
A_S-F_axicon,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Axicon acts as a heavy duty platform to support other droneships in combat, it packs a specialised autoforge that deploys groups of Ammon Attack Drones, when combined with the vessels standard flight decks and missile armament it is able to deliver effective pressure from a great distance.

While the Ammon drones are an excellent distraction, their survivability is sub-par as their compact size leaves no room for a shield emitter, they also run an overcharged power core that has issues with stability which will short out and detonate after only a relatively brief operational period in combat.",,,,
A_S-F_cusp,SHIP,"An autonomous AI light bomber, the Cusp has been an unwelcome surprise for many captains as without a solid point defense grid there is little chance of escaping a volley of their Moros-class high velocity torpedoes.",,,,
A_S-F_ecumenist,SHIP,"While the Ecumenist is not the most eyecatching and flashy vessel, it nonetheless packs some highly advanced technologies in its hull and can fill a suprisingly wide variety of roles if outfitted correctly.",,,,
A_S-F_dunnock,SHIP,"A relic of early ship design, the Dunnock is a contemporatry of the Vanguard, but managed to stay in service thanks to a retrofit that installed a rather basic shield emitter.

While not terribly popular it managed to remain in limited service in frontier fleets thanks to simplistic maintenance requirements and remarkable durability for its size, this also proves to be the same reasoning taken by the Luddic Church for their operation of the Dunnock.",,,,
A_S-F_berzelius,SHIP,"Externally this ship may appear to share a passing similarity with some of the more common vessels seen in the sector, but even a cursory inspection would prove otherwise quite conclusively.

There are some design similarities with the more ""common"" ArkTech vessels that are rarely spotted across the sector, but they are joined by numerous layers of redundant armouring with an almost organic design in some areas. Core structural elements also appear to be aligned in an manner that would allow for the entire vessel to be built upon and expanded, though what the end result would be is anyones guess.

A majority of the data storage on internal systems has been heavily corrupted, but what little documentation can be recovered makes several reference to an ""Ark"" and if this is merely a ""Proto-Ark"" then a complete Ark is surely something truly monstrous.",,,,
A_S-F_servant,SHIP,"""Target Locked - Cycling Weapons System - Weakness Identified.""",- Internal Data Feed,,,
A_S-F_mtumaji,SHIP,"Initial analysis shows significant similarities to Domain automated war drones, but there are several irregular design features and modifications that mark this as something... Different.

Seemingly an upgraded form of the Sentry war drone, with the key change being the installation of an AURA system, in exchange for the loss of defensive flare launchers.",,,,
A_S-F_mtetezi,SHIP,"Initial analysis shows significant similarities to Domain automated war drones, but there are several irregular design features and modifications that mark this as something... Different.

Loosely based on the Defender war drone hull, with an additional turreted weapon mount and a more aggressive burst-oriented system.",,,,
A_S-F_mlinzi,SHIP,"Initial analysis shows significant similarities to Domain automated war drones, but there are several irregular design features and modifications that mark this as something... Different.

Much like how it's smaller cousin the Mtumaju is based on the Sentry, this is an augmented Bastillon war drone and also features an AURA system in place of flares, along with modified wepaon mounts allowing for a more directed delivery of fire.",,,,
A_S-F_mbishi,SHIP,"Initial analysis shows significant similarities to Domain automated war drones, but there are several irregular design features and modifications that mark this as something... Different.

Derived from the Berserker war drone hull, this ship is notably more flexible thanks to turreted weapon mounts,alongside the ability to mount missile weaponry.",,,,
A_S-F_persenachia,SHIP,"""A heretic, surrounded with the husks of the dead. In order to hide its form, it spreads a dense and violent storm. The glowing fog conceals it while it hunts its prey and then entraps them in a dance of death, creating more victims.""
- Unknown",,,,
A_S-F_estucheon,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.

While the Estucheon may appear to be the result of a corrupted production chip at first glance it is in fact a true designed vessel. It just so happens to be intended to use up spare parts cannibalized from other damaged vessels, resulting in a rather haphazard structure, albeit one that is bolstered with the addition of a pair of ports for the projection of flak canisters.",,,,
A_S-F_edifice,SHIP,"An attempt at producing a hull that emulates the advantages of the Paragon-class battleship at a smaller scale, the reduced internal space in the hull meant that an advanced targeting core was unable to be installed, so designers were forced to alter the design proposition to fit the Edifice into the role of a point defense escort, with the potential to offer respectable firepower for its size.

Despite the designers best efforts, the Edifice lacks the same shielding capabilities of a true Fortress Shield, but taking inspiration from the “flux shunt” installed on the contentious Monitor-class it has the ability to relieve shield flux while active.",,,,
A_S-F_morris,SHIP,"A vessel designed for and as such epitomising delivery of massed firepower. The Morris might seem like a one-trick pony, but respectable defenses that are tied together by the heavy array of canister flak ports mean that it can prove a solid anchor for smaller fleets.",,,,
A_S-F_morris_p,SHIP,"Following the prinicple that bigger is better, pirate shipwrights have taken a Morris and replaced its distinctive gun clusters with a pair of large hardpoints.

Several shield emitter nodes and some notable sections of armour plating were among the elements damaged or removed in the process of the pirates installing an upgrade to the vessels flux management abilities. Unfortunately the distinctive heavy canister flak system also fell victim to pirate improvements, and has been replaced with a simpler cluster of flare launchers.",,,,
A_S-F_chompiron,SHIP,"] WARNING: Hull Ident Failure.
] Pattern Matching....
] 76% Match: Champion Cruiser.
] ERROR: Anomalous Energy Readings Detected.
] ERROR: RRA SCAN NAN; 
] ERROR: ES-RESTART FAIL; 
] ERROR: MANITRACK COMPUTE OOB;
] -
] -
] -",,,,
A_S-F_estes,SHIP,"A replica of a renowned fighter craft from ages past. With its excellent maneuverability the original was lauded as being unmatched in dogfights, this replica doesn't quite maintain the same maneuverability, but more than makes up for it in durability and firepower.",,,,
,,,,,,
,,,,,,
,,,,,,
A_S-F_plas_burster,WEAPON,"Fires bursts of volatile plasma, capable of saturating a region of space with point defense coverage.

An early attempt at miniaturizing the plasma cannon, reductions in the stabilization systems were made in an attempt to reduce the significant flux draw of a plasma weapon, this resulted in a somewhat inaccurate weapon with highly unstable projectiles that destabilize and detonate on mere proximity to targets. This proved somewhat ineffective against other ships, but is decently capable as an area denial point defense system.",,,,
A_S-F_bramble,WEAPON,"Launches a spread of smart-fused fragmentation bomblets that act as an effective point defense screen.

The Bramble is a rarity among missile class weapons in that it is a defensive system rather than offensive. Despite its unusual nature it proves highly effective at screening an area against missiles and fighters alike.",,,,
A_S-F_thicket,WEAPON,"Launches missiles that split into a trio of Smartbombs, resulting in a field of anti-fighter proximity mines.

An unconventional anti-fighter system, the main missile deploys gryo-oriented carrier packages that eject a spread of proximity fused mines. A single volley of fire is sufficient to cause significant damage to an entire fighter wing, unfortunately this system proves most effective when munitions are fired into the path of approaching fighter wings and can fall off in effectiveness when fighters are on top of the launching craft.",,,,
A_S-F_lamia,WEAPON,"A cluster of ion emitters mounted on a missile chassis, able to deliver a spread of disruptive bolts with high reliability.

The Lamia Directed Energy Missile was designed to fill a niche that may not have ever existed, that of a general-use disruption missile. While lacking the destructive impact of a conventional missile, each warhead features a simple ECM suite that while not completely effective, does make the missile trickier for less experienced sensor officers to make out in the chaos of combat. The weapon is also able to sustain operation over extended engagements thanks to a simple autoloader.",,,,
A_S-F_lerna,WEAPON,"Launches a carrier missile that deploys a trio of weapon pods that then proceed to fire a spread of ion bolts at their target.

An interesting development on the Lamia, the Lerna Multiple Directed Energy Missile rather than featuring heavier ion emitters, instead deploys three of what are effectively the warhead from a Lamia, but without an engine. The fact that the pods are deployed in a spread proves to be a useful feature as engaging from multiple vectors typically allows some bolts to flank the targets shield.",,,,
A_S-F_paladin_tri,WEAPON,"A Paladin PD system modified for mounting on the Auditor Frigate, sacrifices two of the beam emitters and a significant amount of storable charge in its capacitor.",,,,
A_S-F_paladin_tri_mod,WEAPON,"A heavily modified variant of the Paladin PD system, exchanges capacitor charge storage for an improved recharge system, reducing burst output capacity in exchange for more efficient constant sustained operation.",,,,
A_S-F_wasteland,WEAPON,"Launches missiles that deploy smartbombs that carry a single use rack of anti-fighter SRMs, devastating against both fighters and lighter craft.

From the same development lineage as the Thicket system, the Wasteland Smartbomb Complex uses a modified Swarmer SRM rather than the more finnicky proximity mines used in its smaller cousin. The use of point-target explosive warheads rather than area fragmentation charges also has the added benefit of making this weapon highly effective against more lightly armoured ships.",,,,
A_S-F_bipartisan,WEAPON,"An advanced long-range fire support missile. Splits into a pair of Heatseeking submunitions on nearing its target.

An attempt to produce a successor to the prevalent Pilum-class missile, the Bipartisan departs from the role of disruption that the Pilum fills and instead aims to have its paired submunitions flank around the target vessel in an attempt to avoid both shielding and point defense coverage. While lacking in raw damage output, the long range and prescence of a combat-rated autoloader make the Bipartisan a useful weapon.",,,,
A_S-F_formia,WEAPON,"""The difficulty of recovering a Gleam intact combined with some extremely aggressive anti-tamper measures mean that we have been unable to determine the exact mechanics behind the function of this weapon.""",- Tri-Tachyon employee 26749318,,,
A_S-F_p_ion,WEAPON,"A beam weapon with respectable range that can deal a rather significant level of disruption to weapons and other systems, but lacks in damage capability.

Originally designed by the Tri-tachyon corporation to be installed on their autonomous AI fleets, unfortunately blueprints for the manufacture of this weapon were lost in the chaos of the First AI War, so they are generally only found installed on remnant vessels.",,,,
