name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Catcher,HIVER_catcher,Cruiser,Bio Tech,Bioenergyfocus,25,10500,1650,7300,6000,390,160,,50,20,10,17,9,1500,OMNI,,120,0.4,1,,,125,350,350,120,3,40,8,120000,4,10,540,0.25,23,23,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hivermedium_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Crabby,HIVER_crabby,Phase Destroyer,Bio Tech,acausaldisruptor,19,8200,760,3850,,290,65,,80,110,85,60,25,440,PHASE,phasecloak,90,,,0.05,0.05,50,100,210,100,3,30,8,32000,4,12,360,0.2,12,12,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hiversmall_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Eyes,HIVER_eyes,Phase Cruiser,Bio Tech,displacer,26,11500,1240,7500,6200,490,145,,80,35,20,30,20,1500,PHASE,phasecloak,90,,,0.07,0.07,135,300,250,110,3,40,7,135000,4,15,540,0.25,25,25,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hivermedium_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Chrysopidae,HIVER_chrysopidae,Heavy Frigate,Bio Tech,temporalshell,10,2000,250,2500,3125,250,60,,130,120,100,60,120,300,OMNI,,180,0.4,0.6,,,35,45,40,20,1,20,10,14000,6,20,180,0.25,9,9,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hivermedium_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Calopteryx,HIVER_calopteryx,Carrier,Bio Tech,recalldevice,30,10000,900,12000,15000,600,250,6,30,15,10,7,4,3000,FRONT,,360,0.5,0.6,,,450,1000,250,200,10,20,7,409000,2,15,600,0.25,38,38,,,,,,,"UNBOARDABLE, CARRIER, HIDE_IN_CODEX","hivermedium_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Emperor,HIVER_emperor,Dreadnought,Bio Tech,Bioenergyfocus,60,25000,2400,20000,,1500,330,,36,10,0,30,15,4800,FRONT,,220,0.6,0.8,,,1500,4000,700,700,25,28,8,901500,4,20,600,0.25,80,80,,,,,,,"UNBOARDABLE, UNBOARDABLE, HIDE_IN_CODEX","hiverlarge_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Scarab,HIVER_scarab,Freighter,Bio Tech,microburn,9,3500,425,2100,,250,80,,110,55,35,30,20,350,OMNI,,90,0.5,1.7,,,40,120,850,300,1.5,66,9,31000,4,20,180,0.25,6,6,,,,,,,"UNBOARDABLE, CIVILIAN, FREIGHTER, HIDE_IN_CODEX","hivermedium_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Hornet,HIVER_hornet,Troop Transport,Bio Tech,flarelauncher_active,9,4000,700,2000,1833,120,65,2,90,50,60,30,45,450,OMNI,,45,0.4,0.8,,,120,500,80,90,2,40,9,31200,4,15,360,0.25,6,6,,,,,,,"UNBOARDABLE, TRANSPORT, HIDE_IN_CODEX","hivermedium_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Cleridae,HIVER_cleridae,Tug,Bio Tech,flarelauncher,5,500,350,700,625,95,80,,150,200,150,45,90,150,OMNI,,90,0.4,1,,,25,40,50,50,5,2,8,18000,9,40,240,0.25,6,6,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hiversmall_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Lucanidae,HIVER_lucanidae,Heavy Drone Tender,Bio Tech,emp,20,12000,1300,10000,30000,900,260,6,50,25,15,45,15,2500,OMNI,,120,0.4,1.8,,,300,350,90,300,8,30,7,205000,2,15,600,0.25,49,49,,,,,,,"UNBOARDABLE, CARRIER, COMBAT, NO_AUTO_ESCORT, HIDE_IN_CODEX","hiverlarge_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Viridula,HIVER_viridula,Tanker,Bio Tech,microburn,9,2250,400,1500,2750,200,60,,95,50,30,30,25,500,OMNI,,90,0.5,1.2,,,15,20,15,800,2,300,8,32000,5,10,180,0.25,6,6,,,,,,,"UNBOARDABLE, TANKER, HIDE_IN_CODEX","hiversmall_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Silverfish,HIVER_silverfish,Combat Freighter,Bio Tech,displacer,8,2500,500,750,1250,100,45,,180,175,100,90,120,200,OMNI,,45,0.5,1.2,,,10,40,175,30,1,30,10,10500,4,10,240,0.25,4,4,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hiversmall_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Ceruchus,HIVER_ceruchus,Logistics Cruiser,Bio Tech,flarelauncher_active,24,9700,1000,15000,14000,850,205,,60,40,30,20,25,2000,OMNI,,360,0.6,0.7,,,150,450,400,200,2,100,8,190000,2,15,420,0.25,23,23,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hiverlarge_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Scarabaeus,HIVER_scarabaeus,Destroyer,Bio Tech,Bioenergyfocus,15,4000,300,8000,8333,550,105,,90,80,60,30,30,350,FRONT,,300,0.4,1.2,,,50,70,80,50,2,25,9,45000,5,15,300,0.25,14,14,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hivermedium_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Chalcosoma,HIVER_chalcosoma,Superfreighter,Bio Tech,microburn,28,9000,400,5000,5000,350,275,,55,15,12,13,12,4000,OMNI,,90,0.5,1,,,50,100,2500,600,6,67,7,95000,1,20,720,0.25,24,24,,,,,,,"UNBOARDABLE, CIVILIAN, FREIGHTER, HIDE_IN_CODEX","hiverlarge_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Cerambycidae,HIVER_cerambycidae,Supertanker,Bio Tech,microburn,28,10000,1700,7000,7500,400,230,,70,30,20,8,8,4000,OMNI,,180,0.5,1.2,,,50,100,200,3200,6,500,7,90000,1,20,720,0.25,24,24,,,,,,,"UNBOARDABLE, CIVILIAN, TANKER, HIDE_IN_CODEX","hivermedium_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Scarabaeidae,HIVER_scarabaeidae,Destroyer,Bio Tech,emp,15,3500,250,7500,8333,550,105,4,125,110,90,60,90,400,OMNI,,275,0.3,1,,,50,70,90,55,2,25,10,47000,7,15,300,0.25,11,11,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hiversmall_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.9,4,6,,
Gangis,HIVER_gangis,Phase Frigate,Bio Tech,emp,10,1750,400,2500,3750,300,70,,165,120,100,60,120,200,PHASE,phasecloak,90,,,0.04,0.04,10,15,25,50,1,50,10,40000,10,15,180,0.25,8,8,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hiversmall_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.5,2,2,,
Creatonotos,HIVER_creatonotos,Phase Capital,Bio Tech,Bioenergyfocus,42,17000,1650,18000,24000,1500,290,,50,50,50,20,45,2400,PHASE,phasecloak,90,,,0.12,0.12,350,500,200,500,10,50,7,100000,3,20,600,0.25,55,55,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","hiverlarge_bp, IndEvo_no_ship_roulette, no_bp_drop, restricted, no_drop_salvage, no_dealer, no_sell",,0.4,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INTERCEPTOR DRONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allsup,HIVER_allsup,,Bio Tech,,,420,80,450,,110,0,,275,400,350,120,275,20,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
#FIGHTER DRONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katydid,HIVER_katydid,,Bio Tech,,,960,250,450,,180,0,,130,170,140,100,200,45,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
#BOMBER DRONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnawler,HIVER_gnawler,,Bio Tech,,,720,150,1000,,100,0,,200,250,200,75,180,80,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
#Assault Drone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flyter,HIVER_flyter,,Bio Tech,,,1200,325,800,,250,0,,160,100,100,80,120,100,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
#Heavy Drone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Scorpifly,HIVER_scorpifly,,Bio Tech,,,1500,400,1000,,250,0,,80,100,100,80,120,110,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
#RIPPER DRONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meloidae,HIVER_meloidae,,Bio Tech,,,700,250,500,,180,0,,140,140,130,110,170,50,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
