name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cruisers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAV_CO The Father Hold,sv_fatherhold,Mining Carrier,SCAV-CO,reservewing,15,14500,1000,7500,,250,75,5,30,14,14,10,5,2000,OMNI,,100,0.4,1,,,250,400,1000,1000,4,,8,129999,4,14,540,0.25,20,20,,,,,,,CARRIER,"midline_bp, ind ,scavco_bp",,0.2,1,2,,
SCAV_CO Belt Mover,sv_beltmover,freighter Artillery,SCAV-CO,burndrive,15,4500,400,4000,,450,120,,75,20,20,20,20,750,OMNI,,120,0.3,1.1,,,50,75,1500,250,3,,10,99999,4,10,320,0.25,15,15,,,,,,,CIVILIAN,"midline_bp, ind ,scavco_bp",,0.8,6,8,,
SCAV-CO Barrel,sv_barrel,Super Heavy Cruiser,SCAV-CO,burndrive,15,15500,1250,12500,,550,185,,40,20,20,14,12,2500,OMNI,,180,0.4,1,,,250,350,300,300,5,,8,129999,4,12,540,0.25,20,20,,,,,,,,"midline_bp, ind ,scavco_bp",,0.2,1,2,,
SCAV-CO Fuel Runner,sv_fuelrunner,Tanker Artillery,SCAV-CO,highenergyfocus,15,5500,200,5000,,500,110,,100,25,25,25,20,800,OMNI,,120,0.3,1.1,,,50,76,250,875,4,,10,99999,4,10,320,0.25,15,15,,,,,,,"CIVILIAN, TANKER","midline_bp, ind ,scavco_bp",,0.8,6,8,,
SCAV-CO The Taitou 1,sv_taitou1,Tug Freighter ,SCAV-CO,plasmajets,10,7500,350,7500,,350,65,,55,15,15,15,5,2500,OMNI,,60,0.4,1.25,,,150,300,1250,350,6,,11,129999,3,14,320,0.25,15,15,,,,,,,"CIVILIAN, FREIGHTER","midline_bp, ind ,scavco_bp",,0.2,1,2,,
SCAV-CO Hope and Luck,sv_hopeandluck,Fast Cruiser,SCAV-CO,forgevats,15,4000,250,4000,,450,125,,150,100,100,100,75,250,OMNI,,90,0.4,1.1,,,25,50,50,50,3,,12,99999,4,14,420,0.25,15,15,,,,,,,,"midline_bp, ind ,scavco_bp",,0.8,6,8,,
SCAV-CO Mallet,sv_mallet,Light Cruiser,SCAV-CO,burndrive,15,9500,1250,8500,,550,90,,85,30,30,30,25,650,FRONT,,90,0.3,1,,,32,64,250,55,3,,9,99999,4,9,620,0.25,15,15,,,,,,,,"midline_bp, ind ,scavco_bp",,0.2,1,2,,
SCAV-CO Mad Tiger,sv_madtiger,Cruiser,SCAV-CO,displacer,20,7500,750,9500,,650,160,,85,30,30,30,15,750,OMNI,,120,0.4,0.9,,,125,200,125,125,5,,10,149999,4,12,520,0.25,25,25,,,,,,,,"midline_bp, ind ,scavco_bp",,0.4,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destroyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAV-CO Mole,sv_mole,Light Carrier Salvage Rig,SCAV-CO,plasmajets,8,7000,1000,5000,,250,75,2,55,12,12,15,5,800,OMNI,,45,0.3,1,,,125,200,450,175,3,,8,49999,5,11,520,0.25,12,10,,,,,,,CARRIER,"midline_bp, ind ,scavco_bp",,0.2,1,2,,
SCAV-CO Scalva,sv_scalva,Salvage Rig Artillery,SCAV-CO,highenergyfocus,10,8000,1200,7500,,500,85,,65,25,25,25,10,1000,OMNI,,120,0.2,1,,,125,200,1000,150,2,,8,89999,5,12,520,0.25,15,10,,,,,,,,"midline_bp, ind ,scavco_bp",,0.2,1,2,,
SCAV-CO Fuel Skipper,sv_fuelskipper,Light Tanker Artillery,SCAV-CO,highenergyfocus,8,4500,300,5000,,275,65,,125,35,35,35,15,700,OMNI,,120,0.3,1,,,65,100,50,375,2,,10,39999,5,10,520,0.25,10,9,,,,,,,"CIVILIAN, TANKER","midline_bp, ind ,scavco_bp",,0.8,6,8,,
SCAV-CO Hope And Bolts,sv_hopeandbolts,Fast Destroyer,SCAV-CO,forgevats,10,2000,200,2500,,350,85,,175,133,133,133,85,150,OMNI,,90,0.3,1.1,,,20,40,25,25,1,,14,39999,5,10,340,0.25,10,10,,,,,,,,"midline_bp, ind ,scavco_bp",,0.8,6,8,,
SCAV-CO Pounder,sv_pounder,Destroyer,SCAV-CO,burndrive,10,6000,850,7500,,450,55,,85,40,40,40,15,350,FRONT,,90,0.3,1,,,30,60,175,35,2,,10,29999,5,8,520,0.25,10,10,,,,,,,,"midline_bp, ind ,scavco_bp",,0.2,1,2,,
SCAV-CO Mad Dog,sv_maddog,Destroyer,SCAV-CO,displacer,10,4750,600,7500,,450,70,,100,60,60,60,30,300,OMNI,,360,0.2,0.8,,,22,48,50,50,2,,10,79999,5,10,420,0.25,10,10,,,,,,,,"midline_bp, ind ,scavco_bp",,0.4,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frigates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAV-CO Worker Bee,sv_workerbee,Frigate,SCAV-CO,plasmajets,5,750,215,1225,,475,30,,225,200,200,200,200,100,OMNI,,360,0.3,0.8,,,6,12,45,20,0.5,,12,7999,6,5,340,0.25,5,5,,,,,,,,"midline_bp, ind ,scavco_bp",,0.8,6,8,,
SCAV-CO Rough Rider,sv_roughrider,Corvette,SCAV-CO,damper,5,550,425,1000,,275,30,,200,250,250,250,250,85,OMNI,,360,0.1,0.9,,,2,12,45,15,0.2,,14,4999,6,5,300,0.25,5,5,,,,,,,,"midline_bp, ind ,scavco_bp",,0.2,1,2,,
SCAV-CO Hope And Tape,sv_hopeandtape,Corvette,SCAV-CO,forgevats,5,1000,150,1250,,300,40,,225,155,155,155,95,50,OMNI,,160,0.1,1,,,2,4,15,10,0.3,,16,3999,6,5,240,0.25,5,5,,,,,,,,"midline_bp, ind ,scavco_bp",,0.8,6,8,,
SCAV-CO Wrench,sv_wrench,Frigate,SCAV-CO,burndrive,5,2500,650,4500,,400,40,,165,75,75,75,75,250,FRONT,,90,0.3,0.9,,,12,32,100,20,1,,10,9999,6,5,420,0.25,5,5,,,,,,,,"midline_bp, ind ,scavco_bp",,0.2,1,2,,
SCAV-CO Madcat,sv_madcat,Frigate,SCAV-CO,displacer,7,1750,450,5500,,400,40,,125,80,80,80,40,175,OMNI,,360,0.1,0.8,,,8,16,25,25,1,,12,12999,6,5,340,0.25,7,7,,,,,,,,"midline_bp, ind ,scavco_bp",,0.4,2,4,,
Beholder,sv_beholder,Frigate,,plasmajets,5,500,150,1000,,100,16,,150,50,50,50,50,100,NONE,,,,,,,6,12,20,20,1,,12,49999,10,5,240,0.25,10,10,,,,,,,CIVILIAN,"midline_bp, ind ,scavco_bp",,0.8,6,8,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRATE SHIPS------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreadnoughts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACS-INC Megalodon,sv_megalodon,Marauding Dreadnought,VACS-INC,ammofeed,100,40000,1000,50000,,1750,575,,35,10,10,5,2.5,14500,OMNI,,360,0.5,0.9,,,1450,3450,1500,4500,55,,8,1399999,5,15,1250,0.25,70,70,,,,,,,,pirate_bp,,0.1,1,2,,
VACS-INC Port Royal,sv_portroyal,Citadel,VACS-INC,mine_strike,100,34500,250,35000,,1700,530,2,10,2.5,2.5,2.5,1.25,17500,NONE,,,,,,,2250,12500,11000,6000,65,,6,1499999,5,15,1500,0.25,100,100,,,,,,,,pirate_bp,,0.1,4,8,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capitols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACS-INC Powder Monkey MK3,sv_powerdermonkey,Huge Barrel,VACS-INC,ammofeed,35,11000,200,10000,,750,225,,50,20,20,20,5,1250,NONE,,,,,,,950,1250,750,750,5,,8,199999,5,12,520,0.25,30,30,,,,,,,,pirate_bp,,0.5,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cruisers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACS-INC Tortuga,sv_tortuga,Carrier Brawler,VACS-INC,burndrive,25,14500,1650,8500,,550,165,2,56,20,20,16,6,2500,FRONT,,120,0.3,1,,,450,1000,1500,1500,5,,8,149999,5,10,540,0.25,25,25,,,,,,,,pirate_bp,,0.2,1,2,,
VACS-INC The Thresher,sv_thresher,Fast Assault Cruser,VACS-INC,entropyamplifier,25,7500,650,9000,,750,135,,125,25,25,25,25,1250,FRONT,,75,0.3,1,,,250,350,150,150,4,,10,299999,5,12,540,0.25,18,18,,,,,,,,pirate_bp,,0.6,2,4,,
VACS-INC Cat O Nine Tail,sv_catoninetails,Fast Cruiser,VACS-INC,flarelauncher_active,25,7500,500,10000,,850,140,,155,160,160,160,160,300,FRONT,,120,0.3,0.8,,,35,75,45,45,3,,12,129999,4,14,420,0.25,18,18,,,,,,,,pirate_bp,,0.8,6,8,,
VACS-INC Powder Monkey MK2,sv_powdermonkeymk2,Large Barrel,VACS-INC,ammofeed,25,8000,150,7500,,500,150,,60,30,30,30,10,750,NONE,,,,,,,650,950,500,500,4,,9,14999,6,10,520,0.25,20,20,,,,,,,,pirate_bp,,0.5,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destroyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACS-INC Barbados,sv_barbados,Destroyer,VACS-INC,burndrive,15,8000,1100,6750,,450,90,2,50,10,10,15,10,1000,FRONT,,65,0.2,1,,,145,250,400,250,3,,8,59999,5,10,520,0.25,13,13,,,,,,,,pirate_bp,,0.2,1,2,,
VACS-INC Barracuda,sv_barracuda,Destroyer,VACS-INC,entropyamplifier,15,5000,650,7000,,450,80,,125,125,65,125,125,350,FRONT,,120,0.2,1,,,28,58,55,55,3,,10,79999,5,10,420,0.25,12,12,,,,,,,,pirate_bp,,0.4,2,4,,
VACS-INC Jack Ketch,sv_jackketch,Destroyer,VACS-INC,flarelauncher_active,15,5000,450,7500,,750,75,,180,133,133,133,55,200,FRONT,,90,0.3,0.8,,,20,40,25,25,1,,14,59999,5,10,340,0.25,12,12,,,,,,,,pirate_bp,,0.8,6,8,,
VACS-INC Powder Monkey MK1,sv_powerdermonkeymk1,Medium Barrel,VACS-INC,ammofeed,15,5000,100,5000,,250,90,,70,40,40,40,15,250,NONE,,,,,,,350,650,250,250,3,,10,49999,7,8,520,0.25,10,10,,,,,,,,pirate_bp,,0.5,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frigates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VACS-INC The Cookie Cutter,sv_cookiecutter,Frigate,VACS-INC,phaseteleporter,10,750,250,2050,,450,45,,155,88,88,88,88,120,FRONT,,360,0.1,1,,,6,12,20,20,2,,12,79999,10,10,320,0.25,7,7,,,,,,,,pirate_bp,,0.8,6,8,,
VACS-INC Grommet,sv_grommet,Frigate,VACS-INC,flarelauncher_active,10,2500,300,5000,,650,45,,230,210,210,210,210,55,FRONT,,100,0.1,0.8,,,2,4,15,10,0.3,,16,9999,6,5,240,0.25,5,5,,,,,,,,pirate_bp,,0.8,6,8,,
VACS-INC Lionfish,sv_lionfish,Frigate,VACS-INC,entropyamplifier,10,2000,500,6000,,450,55,,130,85,85,85,45,200,FRONT,,125,0.1,1,,,8,16,25,25,1,,12,17999,6,5,340,0.25,8,8,,,,,,,,pirate_bp,,0.4,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultima,sv_ultima,Void Palace,,maneuveringjets,100,45000,6500,25000,,1250,350,4,32,6,6,3,1.5,22500,OMNI,,360,0.25,0.9,,,2000,10000,7500,2550,50,,8,999999,5,15,1250,0.25,75,75,,,,,,,,"ultima_bp, hightech_bp, merc, ind",,0.1,1,2,,
Ultima Drone,sv_ultimadrone,,,,,125,25,275,,100,0,,500,250,250,360,360,25,OMNI,,180,0,0.8,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Ultima Heavy Drone,sv_ultimaheavydrone,,,,,250,50,750,,600,0,,250,125,125,180,180,100,OMNI,,360,0,0.8,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Ultima Super Heavy Drone,sv_ultimasuperdrone,,,,,350,75,1000,,725,0,,250,125,125,180,180,100,OMNI,,360,0,0.8,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Ultima PD Drone,sv_ultimapddrone,,,,,1000,100,2000,,600,0,,100,40,40,50,50,300,OMNI,,360,0,0.8,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander,sv_alexander,Survey Battleship,,plasmajets,65,25500,5500,17500,,1375,315,2,55,12,12,6,3,17500,OMNI,,360,0.25,0.8,,,750,3500,3750,1750,40,,8,799999,6,12,1150,0.25,50,50,,,,,,,,"ultima_bp, hightech_bp, merc, ind",,0.1,1,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCAV-CO Salvage Drone,sv_scavdrone,,SCAV-CO,,,200,100,250,,250,0,,200,200,200,200,200,50,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
