name,id,tier,rarity,base value,range,damage/second,damage/shot,emp,impact,turn rate,OPs,ammo,ammo/sec,reload size,type,energy/shot,energy/second,chargeup,chargedown,burst size,burst delay,min spread,max spread,spread/shot,spread decay/sec,beam speed,proj speed,launch speed,flight time,proj hitpoints,autofireAccBonus,extraArcForAI,hints,tags,groupTag,tech/manufacturer,for weapon tooltip>>,primaryRoleStr,speedStr,trackingStr,turnRateStr,accuracyStr,customPrimary,customPrimaryHL,customAncillary,customAncillaryHL,noDPSInTooltip,number
Twin Rail Cannon,JYD_trc,2,,5500,1000,,400,,20,12,24,,,,KINETIC,650,,0,1.5,1,,0,4,1,3,,1000,,,80,,,,"kinetic18, jydwe_bp",,JYD Kinetic,,Anti Shield,,,,,,,,,,
Shock Cannon,JYD_sc,1,,1100,750,,125,100,10,45,5,,,,HIGH_EXPLOSIVE,120,,0,1,1,,0,5,1,10,,950,,,40,,,,"he6,LR, jydwe_bp",,JYD HE,,Anti Armor,,,,,,,,,,
Mining Plinker,JYD_mp,0,,100,600,,8,,2,80,1,,,,HIGH_EXPLOSIVE,3,,0,0.25,1,,0,0,0,10,,2400,,,5,,,PD,"pd0, kinetic0, base_bp, ind, jydwe_bp",,JYD HE,,Point Defense,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Blaze Laser,JYD_hbl,1,,4500,900,520,,,0,10,20,,,,HIGH_EXPLOSIVE,,500,0.1,0.1,,,,,,,2400,,,,,,,,"beam20, LR, jydwe_bp",,JYD HE,,Anti Armor,,,,,,,,,,
Medium Blaze Laser,JYD_mbl,1,,3000,650,310,,,0,10,10,,,,HIGH_EXPLOSIVE,,250,0.1,0.1,,,,,,,2400,,,,,,,,"beam20, LR, jydwe_bp",,JYD HE,,Anti Armor,,,,,,,,,,
Light Blaze Laser,JYD_lbl,1,,1500,450,150,,,0,15,5,,,,HIGH_EXPLOSIVE,,115,0.1,0.1,,,,,,,2400,,,,,,,,"beam20, LR, jydwe_bp",,JYD HE,,Anti Armor,,,,,,,,,,
Phase Emitter,JYD_pe,2,,10000,900,300,,1500,0,9,15,,,,ENERGY,,210,0.33,1,,,,,,,7000,,,,,,,FIRE_WHEN_INEFFICIENT,"beam20, LR, jydwe_bp",,JYD Energy,,Suppressive Beam,,,,,,,,,,
Particle Emitter,JYD_spe,2,,2500,500,150,,500,40,50,4,,,,ENERGY,,90,0.33,1,,,,,,,8000,,,,,,,"PD,ANTI_FTR,IGNORES_FLARES","pd15, beam10, jydwe_bp",,JYD Energy,,Point Defense,,,,,Advanced built-in targeting sensors enable the weapon to identify decoy flares and not fire on them.,,,,,
Particle Streamer,JYD_ps,2,,3750,500,250,,600,70,50,8,,,,ENERGY,,170,0.33,1,,,,,,,10000,,,,,,,"PD,ANTI_FTR","pd9, beam7, jydwe_bp",,JYD Energy,,Point Defense,,,,,Advanced built-in targeting sensors enable the weapon to identify decoy flares and not fire on them.,,,,,
Ion Burst Emitter,JYD_ionburst,3,,10000,1000,650,,6000,0,10,25,,,,ENERGY,,700,0.125,0.125,0.5,0.25,,,,,10000,,,,,,,FIRE_WHEN_INEFFICIENT,"beam14, jydwe_bp",,JYD Energy,,Suppressive Beam,,,,,,,,,,
Blaze Energy Blaster,JYD_beb,0,,200,550,,20,,0,35,2,,,,KINETIC,15,,0,0.5,3,0.15,1.5,1.5,0,0,,1000,,,,,,,"energy0, jydwe_bp",,JYD Energy,,Anti Shield,,,,,,,,,,
Blaze Energy Array,JYD_bea,0,,800,550,,40,,0,40,5,,,,KINETIC,30,,0,0.2,1,,1.5,1.5,0,0,,1000,,,,,,,"energy6, jydwe_bp",,JYD Kinetic,,Anti Shield,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Missiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drill LRM,JYD_lrm,1,,900,3000,,450,,25,10,7,30,0.1,,HIGH_EXPLOSIVE,0,,0,15,3,0.4,0,0,0,0,,200,100,50,80,,,"DO_NOT_AIM, CONSERVE_1","utility13, missile7, jydwe_bp",,JYD HE,,Long Range Damage,Slow,Good,,,,,,,,
Drill SRM,JYD_srm,1,,500,1200,,150,,15,30,4,28,,,KINETIC,0,,0,1,4,,0,0,0,0,,250,75,8,300,,,,"missile8, strike2, jydwe_bp",,JYD Kinetic,,Anti Shield,Medium,Good,,,,,,,,
Shard Anti-Fighter Swarmer,JYD_af,1,,250,1000,,110,,35,50,3,60,0.1,,HIGH_EXPLOSIVE,0,,0,3,3,0.1,0,0,0,0,,350,100,8,55,,,"ANTI_FTR, DO_NOT_AIM, DO_NOT_CONSERVE","utility8, missile0, jydwe_bp",,JYD HE,,Anti Small Craft,Fast,Excellent,,,,,,,,
Armored MRM,JYD_mrm,1,,1400,2000,,600,,15,10,8,20,,,HIGH_EXPLOSIVE,0,,0,3.2,4,0.3,6,9,9,9,,250,90,9,250,,,DO_NOT_AIM,"missile8, strike4, jydwe_bp",,JYD HE,,Finisher,Medium,Good,,,,,,,,
Planet Buster Torpedo,JYD_pbtorp,1,,1200,1300,,1100,,20,12,5,4,,,HIGH_EXPLOSIVE,0,,0,15,1,,0,0,0,0,,550,70,8,300,,,GUIDED_POOR,"strike9, missile1, jydwe_bp",,JYD HE,,Torpedo,Fast,Good,,,,,,,,
Heavy Drill MIRV Launcher,JYD_hdml,1,,5000,2100,,900,,50,10,25,40,0.1,,KINETIC,0,,0,12,4,,0,0,0,0,,350,70,14,320,,,"DO_NOT_AIM, CONSERVE_1","missile18, strike15, jydwe_bp",,JYD Kinetic,,Anti Shield,Medium,Good,,,,,,,,
Large Mount Planet Buster Torpedo,JYD_lpbtorp,1,,4200,1100,,1100,,20,18,25,33,,,HIGH_EXPLOSIVE,0,,0,10,1,,0,0,0,0,,550,70,10,350,,,GUIDED_POOR,"strike9, missile1, jydwe_bp",,JYD HE,,Torpedo,Fast,Good,,,,,,,,
Asteroid Launcher,JYD_al,3,,15000,4000,,5000,1000,1000,6,30,1,0.1,,KINETIC,0,,0,30,1,,0,0,0,0,,800,100,180,3000,,,STRIKE,"strike18, rocket14,no_drop, restricted, no_dealer, no_sell",,JYD Kinetic,,Anti Shield,,,,,,,,,,
