name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Stab,expsp_pokebomber,,Machina Void Shipyards,,,450,150,200,,60,14,,200,300,300,150,300,10,NONE,,360,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,7
Attack Funnel,expsp_attackfunnel,,Machina Void Shipyards,,,400,100,200,,59,6,,250,400,400,200,400,5,FRONT,,120,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,5
Heavy Attack Funnel,expsp_attackfunnel_heavy,,Machina Void Shipyards,,,750,150,500,,200,8,,275,400,400,200,400,5,FRONT,,360,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,5
#Fascine,expsp_fascine,,Explorarium,ammofeed,,750,150,220,,100,0,,180,350,325,80,160,33,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,15
#Broadsword,broadsword,,Low Tech,flarelauncher_fighter,,750,100,80,,10,0,,200,400,350,90,180,30,NONE,,0,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,15
PD Platform,expsp_pdplatform,,Machina Void Shipyards,,,600,200,300,,100,0,,125,75,75,90,90,50,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,9
Talon (MVS),expsp_talonmns,,Machina Void Shipyards,,,250,50,200,,100,0,,350,425,350,175,350,10,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,100
Type 31 Mining Drone,expsp_borermvs,,Machina Void Shipyards,,,225,50,200,,100,,,150,200,200,90,360,5,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,1.5
Test Fighter,expsp_testfighter,,Explorarium,ammofeed,,750,150,220,,100,0,,180,350,325,80,160,33,NONE,,0,0,0,,,5,5,,,,,,,,,,,,,,,,,,,,,,0,,,,15
Glance,expsp_glance,,Machina Void Shipyards,,,325,75,500,,100,0,,325,500,450,90,360,14,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,102
Eviscerate,expsp_eviscerate,,Machina Void Shipyards,,,450,100,200,,150,0,,250,500,450,90,360,20,OMNI,,150,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,103
Blind,expsp_blind,,Machina Void Shipyards,,,300,40,150,,50,0,,325,500,400,90,270,15,OMNI,,170,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,114
Pierce,expsp_pierce,,Machina Void Shipyards,flarelauncher_active,,800,175,150,,50,0,,200,400,350,90,180,30,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,104
Lacerate,expsp_slash,,Machina Void Shipyards,,,275,50,500,,115,0,,325,500,450,180,360,30,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,102
Incise,expsp_incise,,Machina Void Shipyards,,,850,150,400,,100,0,,185,325,300,80,90,70,OMNI,,150,0,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Pummel,expsp_pummel,,Machina Void Shipyards,expsp_xf850d_launch1,,1000,200,300,,150,0,1,230,200,100,40,50,90,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
XF-850D,expsp_xf850d,,Machina Void Shipyards,,,200,50,80,,40,,,250,400,350,90,180,30,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Raze,expsp_raze,,Machina Void Shipyards,,,400,100,500,,150,0,,225,350,250,75,90,70,OMNI,,180,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Whack,expsp_whack,,Machina Void Shipyards,,,925,225,275,,80,0,,175,350,300,75,120,30,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,104
Auto-Hound,expsp_hound_drone_mvs,,Machina Void Shipyards,microburn,,1750,500,850,1250,300,0,,220,175,100,90,120,200,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
ASDF-03,expsp_asdf1,,Machina Void Shipyards,expsp_inertialessdrive,,1100,225,850,,200,0,,275,350,300,75,120,35,OMNI,,240,0,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,105
Backstab,expsp_backstab,,Machina Void Shipyards,,,825,150,400,,120,0,,225,375,300,90,145,30,PHASE,expsp_phasecloakmvs,,,,0.05,0.05,0,0,,,,,,,,,,,,,,,,,,,PHASE,,,0,,,,104
JAS-39X,expsp_jas39x,,Machina Void Shipyards,flarelauncher_fighter,,400,75,300,,75,0,,250,340,280,135,145,20,OMNI,,120,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Crusader V,expsp_crusaderv,,Machina Void Shipyards,,,750,125,350,,125,0,,190,350,350,100,100,70,NONE,,0,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Thunderer,expsp_thunderer,,Machina Void Shipyards,flarelauncher_fighter,,1200,225,600,1250,300,0,,150,180,150,100,200,200,OMNI,,120,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
MK88 Support Drone,expsp_supportdrone,,Machina Void Shipyards,expsp_crimson_fighter,,600,120,360,,60,0,,275,400,400,200,400,5,OMNI,,360,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MK92 ,expsp_lowe,,Machina Void Shipyards,expsp_microemp,,400,120,400,,60,0,,275,400,400,200,400,5,OMNI,,360,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Type 14 Loader Drone,expsp_cargodrone,,Machina Void Shipyards,,,400,50,200,,100,,,150,200,200,90,360,5,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
SU-30X,expsp_su30,,Machina Void Shipyards,expsp_crimson_fighter,,750,100,500,,200,0,,250,500,400,120,200,80,OMNI,,150,0,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheath,expsp_sheath,,Machina Void Shipyards,,,500,150,750,,125,0,,250,375,300,120,145,30,PHASE,expsp_phasecloakmvs,,,,0.05,0.05,0,0,,,,,,,,,,,,,,,,,,,PHASE,,,0,,,,104
Shank,expsp_shank,,Machina Void Shipyards,,,250,50,200,,60,0,,225,300,300,150,300,10,NONE,,360,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,7
Impale,expsp_impale,,Machina Void Shipyards,expsp_crimson_fighter,,1200,200,500,,100,0,,225,150,100,75,90,150,OMNI,,150,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
M-220,expsp_mirage,,Machina Void Shipyards,,,525,75,400,,125,0,,275,350,350,100,100,70,FRONT,,120,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
MG29M2,expsp_mg29,,Machina Void Shipyards,,,700,80,450,,175,0,,275,550,440,150,220,70,OMNI,,120,0,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"MQ-147 ""Kingslayer""",expsp_kingslayer,,Machina Void Shipyards,expsp_crimson_fighter,,1200,200,500,,100,0,,150,150,100,75,90,200,NONE,,120,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Type 45 Heavy Mining Drone,expsp_type45,,Machina Void Shipyards,expsp_crimson_fighter,,1750,350,500,,100,0,,150,150,100,60,75,200,NONE,,120,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Derelict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Salient,expsp_salient,Frigate Hunter Drone,Explorarium,ammofeed,5,2000,350,1000,1250,125,50,,180,160,145,95,115,175,NONE,,0,0,0,,,0,0,25,25,1,25,9,12000,5,5,520,0.25,5,5,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,2,,1
#Salient Red Comet ver.,expsp_salient_redcomet,Elite Drone,Explorarium,ammofeed,40,6000,1050,3000,1250,375,150,1,540,480,435,180,135,200,NONE,,0,0,0,,,1,1,75,75,0.3,,11,999999,5,,1560,0.01,40,40,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,2,,2
#Defilade,expsp_defilade,Drone Fighter Tender,Explorarium,ammofeed,5,2000,300,1000,1250,125,50,1,160,140,145,95,115,175,NONE,,0,0,0,,,0,0,25,25,1,25,9,12000,5,5,520,0.25,6,6,,,,,,,"CARRIER, COMBAT, UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,2,,3
#Casemate,expsp_casemate,Long-range Drone,Explorarium,ammofeed,10,3300,575,3600,2813,245,80,,72,50,18,21,21,425,NONE,,0,0,0,,,0,0,80,40,2,20,8,40000,5,10,540,0.25,8,8,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","derelict, auto_rec",,0.5,2,3,,316
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Remnant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Glare,expsp_glare,Droneship Battlecarrier,Remnant,displacer,12,5250,600,4750,3750,300,100,1,85,75,50,30,50,500,OMNI,,150,0.4,0.6,,,0,0,80,60,2,30,10,50000,5,15,420,0.25,12,12,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","remnant, auto_rec",,0.5,2,3,,317
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Pirate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Favela,expsp_favela,Mobile Fortress,Pirate,burndrive,60,24000,1800,30000,30000,1200,360,2,10,4,2,3,2,4000,FRONT,,120,0.5,1,,,600,3000,700,300,30,10,5,700000,3,20,720,0.25,60,60,,,,,,,,"pirates,rare_bp",,0.6,2,4,,17
