name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Trusty,JYD_trusty,Cruiser,JYD Low Tech,burndrive,20,11500,1350,9600,,350,155,2,50,15,10,15,6,1500,OMNI,,110,0.4,1.1,,,135,300,300,110,3,40,7,130000,5,12,540,0.25,20,20,,,,,,,,jyd_bp,,0.4,2,3,,
Empathetic,JYD_empathetic,Heavy Freighter,JYD Low Tech,flarelauncher,7,6000,320,2550,,120,110,1,50,25,10,10,10,1500,FRONT,,140,0.5,1.1,,,45,180,1000,100,4,30,7,45000,3,20,480,0.25,6,6,,,,,,,"CIVILIAN, FREIGHTER, ALWAYS_PANIC",jyd_bp,,0.6,2,3,,
Happy,JYD_happy,Heavy Destroyer,JYD Midline,burndrive,9,6000,920,4000,,220,95,1,60,45,20,25,20,450,OMNI,,170,0.4,1.1,,,65,90,80,80,3,30,9,40000,5,10,420,0.25,9,9,,,,,,,,jyd_bp,,0.4,2,3,,
Spirited,JYD_spirited,Drone Tender,JYD Low Tech,maneuveringjets,8,5000,900,3900,,200,95,3,90,120,70,45,40,350,OMNI,,90,0.5,1.2,,,55,95,300,80,2,40,8,39500,8,20,240,0.25,6,6,,,,,,,CARRIER,jyd_bp,,0.5,2,2,,
Intense,JYD_intense,Heavy Cruiser,JYD Midline,ammofeed,17,9500,1600,9900,,520,195,1,40,30,10,25,25,2800,FRONT,,100,0.6,1.1,,,210,300,120,220,5,30,8,115500,4,12,540,0.25,30,30,,,,,,,,jyd_bp,,0,,,,
Courageous,JYD_courageous,Heavy Carrier,JYD Midline,targetingfeed,23,12000,1300,10000,,900,250,4,55,25,15,30,15,2500,OMNI,,110,0.4,1.6,,,300,350,90,300,8,30,7,200000,3,15,600,0.25,42,42,,,,,,,,jyd_bp,,0,,,,
Loyal,JYD_loyal,Drone Tender,JYD Low Tech,maneuveringjets,25,10000,1200,5500,,350,120,5,90,120,70,27,27,1400,OMNI,,170,0.5,1.2,,,15,215,250,90,2,40,8,85000,8,20,240,0.25,33,33,,,,,,,"CARRIER, COMBAT",jyd_bp,,0.5,2,2,,
Irksome,JYD_irksome,Frigate,JYD Low Tech,JYD_ramdrive,6,8000,950,3800,,250,50,1,75,100,85,45,20,440,NONE,,,,,,,50,100,250,80,3,30,8,10000,5,10,360,0.2,6,6,,,,,,,,jyd_bp,,0,,,,
Intelligent,JYD_intelligent,Freighter,JYD Midline,flarelauncher,7,2500,225,1700,,90,50,2,90,55,35,30,20,350,OMNI,,90,0.5,1.4,,,10,20,450,100,1.5,66,9,29000,5,20,180,0.25,8,8,,,,,,,"CIVILIAN, FREIGHTER, ALWAYS_PANIC",jyd_bp,,0,,,,
Smart,JYD_smart,Heavy Platform Hauler,JYD Low Tech,maneuveringjets,30,25000,1600,17000,,1000,265,4,45,8,5,8,9,5000,FRONT,,200,0.4,1.1,,,800,2000,1500,1500,15,66,7,410000,3,15,840,0.25,50,50,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT",jyd_bp,,0,,,,
Troublesome,JYD_troublesome,Troop Transport,JYD Midline,flarelauncher_active,7,4000,600,2000,,220,100,2,90,50,60,30,25,450,OMNI,,45,0.4,1.1,,,75,550,60,70,2,40,9,28000,5,15,360,0.25,8,8,,,,,,,TRANSPORT,jyd_bp,,0.5,2,3,,
Relaxed,JYD_relaxed,Tanker,JYD Low Tech,flarelauncher,3,800,200,1400,,120,35,1,125,70,50,20,50,200,OMNI,,90,0.5,1.2,,,10,15,10,350,1,300,9,9000,8,20,180,0.25,3,3,,,,,,,"CIVILIAN, TANKER, ALWAYS_PANIC",jyd_bp,,0.7,2,4,,
Splendid,JYD_splendid,Small Transport,JYD Low Tech,flarelauncher,3,800,50,700,,80,25,1,95,85,50,40,55,200,OMNI,,40,0.5,1.1,,,5,110,50,45,1,40,9,5000,5,20,180,0.25,2,2,,,,,,,LINER,jyd_bp,,0.5,2,2,,
Adorable,JYD_adorable,Heavy Frigate,JYD Low Tech,ammofeed,5,1700,310,2000,,155,50,1,125,120,90,50,60,200,FRONT,,210,0.4,1.1,,,25,50,30,25,1,25,10,9500,8,10,240,0.25,5,5,,,,,,,,jyd_bp,,0.4,2,2,,
Knowledgeable,JYD_knowledgeable,Superfreighter,JYD Low Tech,flarelauncher,8,7000,350,3900,,250,80,4,30,10,5,3,2,4000,OMNI,,90,0.5,1.1,,,50,100,2200,550,6,67,7,90000,2,15,720,0.25,12,12,,,,,,,"CIVILIAN, FREIGHTER, ALWAYS_PANIC",jyd_bp,,0.7,2,4,,
Sharp,JYD_sharp,Battlecruiser,JYD Midline,microburn,24,12000,1300,19000,,1350,300,2,55,25,20,10,5,2500,OMNI,,110,0.4,1.4,,,450,500,200,300,10,30,8,300000,3,15,600,0.25,40,40,,,,,,,,jyd_bp,,0.5,2,4,,
Industrious,JYD_industrious,Forge Ship,JYD Low Tech,maneuveringjets,28,20000,1200,14500,,850,250,6,30,10,30,10,10,5000,FRONT,,140,0.4,1.1,,,600,1400,1700,450,6,50,7,400000,4,15,300,0.25,50,50,,,,,,,,jyd_bp,,0,2,4,,
Commanding,JYD_commanding,Command Carrier,JYD Midline,flarelauncher,29,9000,1550,9400,,1150,280,4,40,40,15,30,25,2800,OMNI,,105,0.6,1.1,,,250,350,150,220,5,30,8,215500,4,18,540,0.25,29,29,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT",jyd_bp,,0,,,,
Fetching,JYD_fetching,Missile Cruiser,JYD Midline,flarelauncher,20,7500,1100,1800,,100,175,2,75,70,20,30,25,2000,OMNI,,110,0.6,1.1,,,300,350,180,220,5,30,8,79500,4,10,540,0.25,27,27,,,,,,,,jyd_bp,,0,,,,
Peppy,JYD_peppy,Heavy Logistics,JYD Midline,flarelauncher,18,6000,320,2550,,120,130,2,70,35,20,25,18,1500,OMNI,,165,0.5,1.1,,,95,380,1000,1000,4,30,6,95000,3,20,480,0.25,16,16,,,,,,,"CIVILIAN, FREIGHTER",jyd_bp,,0.6,2,3,,
Cordelia,JYD_cordelia,Cruiser,JYD Midline,maneuveringjets,14,8500,1200,11000,,600,155,3,60,35,20,15,20,1200,FRONT,,245,0.4,0.8,,,150,250,170,120,3,33,8,140000,3,12,480,0.25,22,22,,,,,,,,jyd_bp,,0.5,2,3,,
Eager,JYD_eager,Light Carrier,JYD Low Tech,flarelauncher,4,1250,250,1500,,110,45,1,125,120,70,65,80,200,OMNI,,90,0.5,1.2,,,20,40,50,40,1,40,9,11500,8,20,240,0.25,4,4,,,,,,,CARRIER,jyd_bp,,0.5,2,2,,
Confident,JYD_confident,Combat Tanker,JYD Low Tech,maneuveringjets,10,8350,900,6200,,385,145,3,55,30,20,45,15,1300,OMNI,,165,0.5,1.2,,,70,180,30,1750,2,400,8,119000,5,20,400,0.25,16,16,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT",jyd_bp,,0.75,3,4,,
Intelligent Mk.Q,JYD_intelligentmkq,Destroyer,JYD Low Tech,canister_flak,7,2600,250,3250,,190,85,2,90,70,45,35,30,300,FRONT,,110,0.3,1.1,,,40,40,20,30,2,15,9,18000,5,10,120,0.25,10,10,,,,,,,,jyd_bp,,0.6,2,3,,
Stalwart,JYD_stalwart,Expedition Logistics Cruiser,JYD Low Tech,reservewing,20,7500,900,10000,,500,175,4,45,40,30,12,20,1800,OMNI,,90,0.6,1.1,,,250,1250,600,200,10,25,7,275000,3,15,660,0.25,22,22,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT",jyd_bp,,0.6,2,5,,
Rambunctious,JYD_rambunctious,Heavy Destroyer,JYD Midline,JYD_ramdrive,10,5600,700,4200,,250,100,2,125,90,40,20,40,550,FRONT,,240,0.4,0.8,,,50,100,120,60,2,30,9,50000,5,12,360,0.25,10,10,,,,,,,,jyd_bp,,0.5,2,3,,
Energetic,JYD_energetic,Pursuit Frigate,JYD Midline,microburn,4,1700,310,2000,,150,45,2,135,120,90,60,60,200,FRONT,,200,0.4,1.1,,,25,50,30,25,1,25,10,9500,8,8,240,0.25,4,4,,,,,,,,jyd_bp,,0.4,2,2,,
Protective,JYD_protective,Light Cruiser,JYD Midline,maneuveringjets,12,6000,750,7000,,400,125,2,90,70,60,35,30,650,FRONT,,270,0.4,0.8,,,100,180,100,100,3,33,9,80000,4,13,480,0.25,14,14,,,,,,,,jyd_bp,,0.5,2,3,,
Endurance,JYD_endurance,Destroyer,JYD Midline,flarelauncher,10,4000,400,3000,,210,75,1,120,100,90,45,50,200,OMNI,,120,0.3,1.1,,,25,35,60,45,1,25,10,27000,8,9,240,0.25,10,10,,,,,,,,jyd_bp,,0.4,2,2,,
Reliable,JYD_reliable,Cruiser,JYD Midline,microburn,14,8000,1000,11000,,620,165,1,50,30,20,15,20,1200,FRONT,,270,0.4,0.8,,,150,250,150,100,3,33,8,120000,3,12,480,0.25,22,22,,,,,,,,jyd_bp,,0.5,2,3,,
Rugged,JYD_rugged,Destroyer,JYD Midline,microburn,10,4000,400,7500,,500,105,1,90,80,60,30,30,400,OMNI,,200,0.4,1.2,,,60,80,50,50,2,25,9,45000,5,15,300,0.25,11,11,,,,,,,,jyd_bp,,0.5,2,3,,
Curious,JYD_curious,Combat Tanker,JYD Low Tech,maneuveringjets,5,1650,300,2100,,145,55,1,100,80,80,60,80,200,FRONT,,210,0.4,1,,,20,40,10,250,1,25,10,9500,8,10,240,0.25,4,4,,,,,,,,jyd_bp,,0.4,2,2,,
Hardy,JYD_hardy,Pod Tender,JYD Low Tech,damper,9,7000,1920,3000,,220,75,2,60,45,20,25,20,500,NONE,,,,,,,65,90,120,80,3,30,9,45000,5,10,420,0.25,8,8,,,,,,,CARRIER,jyd_bp,,0.4,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#modules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicious Front,JYD_vicious_front,Front Module,JYD Low Tech,flarelauncher,0,8000,1900,4000,,800,130,0,,,,,,50,FRONT,,110,0.4,1.1,,,,,,,,,,5000,,,,,,,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Pirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continental,JYD_continental,Battleship,Pirate,fortressshield,35,26000,2340,18500,,1000,360,1,25,15,15,9,6,3900,OMNI,,220,0.4,1,,,500,900,250,450,18,29,7,500000,5,13,700,0.25,40,40,,,,,,,HIDE_IN_CODEX,rare_bp,0.1,0.4,2,4,,
Gambler,JYD_gambler,Light Carrier,JYD Low Tech,fastmissileracks,10,6600,660,2300,,140,75,2,40,30,20,20,10,400,OMNI,,120,0.4,1.2,,,80,120,80,30,2,15,9,28000,5,10,360,0.25,12,12,,,,,,,CARRIER,rare_bp,0.1,0.5,2,3,,
Puzzle,JYD_puzzle,Cruiser,JYD Low Tech,fastmissileracks,20,12600,1620,7500,,500,170,,40,15,10,12,6,1500,OMNI,,125,0.4,1,,,125,350,350,120,3,40,8,115000,5,10,540,0.25,22,22,,,,,,,,rare_bp,0.1,0.4,2,3,,
Downtown,JYD_downtown,Heavy Cruiser,JYD Low Tech,ammofeed,15,14400,1860,10500,,500,195,,35,20,10,12,12,2250,FRONT,,150,0.5,1,,,200,300,150,150,5,30,8,130000,4,12,540,0.25,25,25,,,,,,,,rare_bp,0.1,0.4,2,3,,
Jealous,JYD_jealous,Carrier Cruiser,JYD Midline,damper,15,14400,1620,4500,,230,140,3,45,20,10,10,10,2000,OMNI,,150,0.4,1,,,200,300,100,60,4,15,8,130000,4,12,420,0.25,20,20,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT",rare_bp,0.1,0.4,2,3,,
Slim,JYD_slim,Cruiser,High Tech,plasmajets,17,9600,1080,11500,,950,180,,80,50,25,25,25,1800,OMNI,,180,0.5,0.8,,,75,200,150,90,3,30,8,205000,4,20,420,0.25,30,30,,,,,,,,rare_bp,0.1,0.6,2,3,,
Justbeware,JYD_justbeware,Battlecarrier,JYD Midline,maneuveringjets,24,15600,1560,20500,,1400,220,4,45,20,15,6,4,2500,OMNI,,90,0.4,1.4,,,400,500,300,300,10,30,8,320000,3,15,600,0.25,40,40,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT",rare_bp,0.1,0.5,2,4,,
Treetop,JYD_treetop,Battleship,JYD Low Tech,burndrive,30,22800,2040,25000,,1300,350,2,30,15,10,5,5,3500,OMNI,,360,0.6,0.6,,,400,1000,300,300,10,30,7,530000,4,20,720,0.25,55,55,,,,,,,,rare_bp,0.1,0.6,2,4,,
Sixfootfour,JYD_sixfootfour,Battlecruiser,JYD Midline,microburn,25,15600,1560,15500,,1100,280,,70,50,40,8,12,2500,OMNI,,180,0.25,1,,,400,800,400,450,8,56,8,360000,4,20,600,0.25,40,40,,,,,,,,rare_bp,0.1,0.6,2,4,,
Eaglefang,JYD_eaglefang,Heavy Cruiser,JYD Midline,maneuveringjets,16,9720,1400,11500,,680,185,,50,30,20,15,20,1200,FRONT,,270,0.4,0.8,,,150,250,150,100,3,33,8,120000,3,12,480,0.25,22,22,,,,,,,,rare_bp,0.1,0.5,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INTERCEPTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mite,JYD_mite,,JYD Low Tech,,,350,80,400,,100,0,,275,400,350,120,275,20,NONE,,0,0,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,
#FIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tick,JYD_tick,,JYD Low Tech,,,800,250,400,,100,0,,130,170,140,100,200,45,NONE,,0,0,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
#BOMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flea,JYD_flea,,JYD Low Tech,,,600,150,1000,,100,0,,200,250,200,75,180,80,FRONT,,180,0.2,1,,,3,3,,,,,,,,,,,,,,,,,,,,,,0,,,,
#Drone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botfly,JYD_botfly,,JYD Low Tech,,,500,250,300,,100,,,150,200,200,180,360,18,FRONT,,90,0.2,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Gnat,JYD_gnat,,JYD Low Tech,,,100,75,100,,100,,,200,200,200,180,360,4,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Heavy Drone,JYD_heavydrone,,JYD Low Tech,,,900,350,400,,150,,,80,100,100,80,120,115,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Termite,JYD_termite,,JYD Low Tech,,,200,55,200,,100,,,125,200,200,180,360,5,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Mosquito,JYD_mosquito,,JYD Low Tech,,,250,60,150,,110,0,,125,75,150,75,180,25,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Adaw,JYD_adaw,,JYD Low Tech,,,400,150,1000,,110,0,,220,250,200,75,180,85,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Malinois,JYD_malinois,,JYD Midline,,,225,50,375,,90,0,,180,350,200,120,240,25,OMNI,,180,0.2,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Midge,JYD_midge,,JYD Low Tech,,,350,125,1000,,150,0,,210,200,180,75,180,75,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Manticore,JYD_manticore,Missile Pod,JYD Midline,,,250,125,150,,110,0,,120,75,75,90,90,25,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,
Tsetse,JYD_tsetse,,JYD Low Tech,,,600,275,350,,150,0,,275,200,175,300,300,85,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
