name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sprite
Interceptor Focus,expsp_interceptorfocus,,,Machina Void Shipyards,,,,,TRUE,,0,0,0,0,data.hullmods.InterceptorSpecialization,"A combination of specialized nanoforge components and cramped forgevats means larger LPCs are harder to mount, increasing bomber OP costs by %s percent, and non-interceptor fighter OP costs by %s percent. However, interceptor LPCs cost %s less OP to mount",Increases non-interceptor fighter costs.,graphics/hullmods/expsp_interceptorfocus.png
Machina Targeting Systems,machinatargetingsystems,,,Machina Void Shipyards,"offensive, req_spaceport","Weapons, Requires Dock",,,TRUE,,0,0,0,0,data.hullmods.MachinaTargetSystem,"Enhanced weapon FCS and target tracking systems allow projectile weapons to fire at an extended range of%s, but reduce their ROF by%s.",,graphics/hullmods/expsp_machinatarget.png
Regenerative Materials,regenmats,,,Machina Void Shipyards,,,,,TRUE,,0,0,0,0,data.hullmods.RegenerativeMaterial,Unknown forces at work on this ship allow engines and weapons to be repaired nearly instantly when disabled.,,graphics/hullmods/automated_repair_unit.png
Hardened Engines,hardenengines,,,Machina Void Shipyards,,,,,TRUE,,0,0,0,0,data.hullmods.HardenedEngines,Unknown forces at work on this ship allow engines to be nigh invulnerable to damage.,,graphics/hullmods/insulated_engine_assembly.png
Machina Extended Engagement Protocols,CHM_mvs,,,Machina Void Shipyards,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.CHM_mvs,"Machina Void Shipyards operatives are expected to hold their ground even directly after a previous engagement, decreasing deployment CR loss  by %s/%s/%s/%s percent, depending on hull size. Furthermore, Combat Readiness degredation per second is decreased by %s percent. 

",Decreases CR loss on deployment and increases dissipation.,graphics/hullmods/chm_mvs.png
Simplified Maintenance Protocols,expsp_simplifiedmaintenance,,,Machina Void Shipyards,,,,,TRUE,,0,0,0,0,data.hullmods.expsp_SimplifiedMaintenance,Reduces the monthly maintenance supply cost by %s.,Reduces maintenance cost.,graphics/hullmods/expsp_simplifiedmaintenance.png
Passive Chronoboost,expsp_passivechronoboost,,,Machina Void Shipyards,,,,,TRUE,,0,0,0,0,data.hullmods.expsp_passivechronoboost,Increases local timeflow by %s. Disabled when system is active or ship is overloaded/venting.,Speeds up local timeflow.,graphics/hullmods/expsp_simplifiedmaintenance.png
Absolution Array,expsp_bombardmentsupport,,,Machina Void Shipyards,,,,,TRUE,,0,0,0,0,data.hullmods.expsp_bombardmentsupport,An array of advanced anti-ground artillery weapons allow the Dominion to both bombard surface targets and provide support to friendly ground forces from orbit.  Increases the effective strength of planetary raids and orbital bombardments by %s.,Improves effectiveness of raids and bombardments.,graphics/hullmods/ground_support_adv.png
Guided Fuel Canisters,expsp_bombardmentsupportflorian,,,Machina Void Shipyards,,,,,TRUE,,0,0,0,0,data.hullmods.expsp_bombardmentsupportflorian,"The St. Florian's fuel canisters are fitted with guidance packages, allowing them to hit targets with greater precision when used in orbital bombardments. This reduces fuel costs for bombardments by %s due to fewer wasted canisters from misses. Furthermore, these makeshift guided bombs can be used in close support, increasing the effective strength of raids by %s.",Improves effectiveness of raids and bombardments.,graphics/hullmods/ground_support_adv.png
,,,,,,,,,,,,,,,,,,
Overclocked Autoforge,expsp_stilettoautoforge,,,Machina Void Shipyards,,,,,TRUE,,0,0,0,0,data.hullmods.expsp_stilettoautoforge,"The Stiletto's integrated autoforge increases the production rate for missiles with integral auto-fabrication systems, albeit at the cost of payload strength. Increases missile regeneration by %s, but decreases damage per missile by %s.","Improves missile regeneration rate, but decreases damage.
",graphics/hullmods/missile_autofactory.png
Justitia Weapon Selector (Primary),expsp_weaponselector,,,Machina Void Shipyards,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.expsp_weaponselector,The Justitia's frame allows core weapons to be swapped out for various types of engagement.,,graphics/hullmods/expsp_executorprimary.png
Justitia Particle Accelerator Rifle (Primary),expsp_weaponaccel,,,Machina Void Shipyards,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.expsp_weaponselector,Remove to cycle weapons.,,graphics/hullmods/expsp_executorprimary.png
Electro-Flechette Launcher (Primary),expsp_weaponelectroflechette,,,Machina Void Shipyards,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.expsp_weaponselector,Remove to cycle weapons.,,graphics/hullmods/expsp_executorprimary.png
Barrage Autocannon (Primary),expsp_weaponbarrageac,,,Machina Void Shipyards,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.expsp_weaponselector,Remove to cycle weapons.,,graphics/hullmods/expsp_executorprimary.png
,,,,,,,,,,,,,,,,,,
#Hybrid CA hullmods,,,,,,,,,,,,,,,,,,
Variable Focus Core,expsp_vfc,,,Machina Void Shipyards,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.VariableFocusCore,"The Hybrid Cruiser's core structure can be readily modified for two different roles. Availabe for installation are the Enhanced Ordnance Core, improving missile weapon performance and travel speed, or the Siege Core, which improves ballistic weapon performance and range. However, these traits make it impossible to install %s.",,graphics/hullmods/chm_mvs.png
Enhanced Ordnance Core,expsp_eoc,,,Machina Void Shipyards,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.EnhancedOrdnanceCore,Improved missile systems increase missile weapon ROF by %s and reloading missile weapon ammo regeneration by %s. Engine upgrades improve top speed by %s.,,
Siege Core,expsp_sc,,,Machina Void Shipyards,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.SiegeCore,Enhanced targeting systems improve ballistic and energy weapon range by %s and improved autoloaders increase ballistic ammunition regeneration by %s. Enhanced flux core increases dissipation by %s.,,
,,,,,,,,,,,,,,,,,,
