id,type,text1,text2,text3,text4,notes
FM_Witch,SHIP,"Designed to pursue the limits of firepower, the ship is fragile yet so deadly that it can be considered the Gensoukyou Manufacture version of the Super Mudskipper MK2. 

The inner-side of the Boundary engineered the weapon system and while the shipsystem, flux core, hull is made by the outside. The ship carries distinctive characteristics of a collaborative project between the inner-side and outer-side of the Boundary. This destroyer emphasizes striking capabilities. This is why all of its anti-ship configurations ends up quite radical, while the shipsystem, although conventional, always prove quite effective.

However, As a result of the excessive budget spent by the inner side of the Boundary on armaments and exterior design, and even with the best effort from the outside to provide a decent shielding and flux system, this ship is still prone to dying horribly after running out of missiles in battle. What a poor child...

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Konpaku,SHIP,"A light cruiser design with a relatively bulky size but high agility. The Tamashi-Class features an impressive array of energy weapons, cute yet dangerous drones, and highly efficient conventional engines. It is especially valuable in missions focused on hunting down small targets.

The Tamashi-class is a peculiar design created through brainstorming of several non-human like engineers from within the inner side of the Boundary after studying and learning from multiple expansion era designs. The prototype was then fine-tuned by a few young technicians from the outside world. While the ship overall adheres to the Gensoukyou Manufacture's fleet doctrine of sustained firepower, its primary role still overlaps with conventional expansion era light cruisers: relying on a powerful flux system and maneuverability, coupled with versatile energy weapons, to suppress enemy light vessels. However, when comparing the two, the Tamashi-class's lack of burst damage becomes quite apparent. It often relies on its mobility and flux system for self-preservation when facing true heavy ships instead of being able to fight back.

Perhaps due to frequently appearing in the public eye as the flagship of light fleets in resolving small-scale conflicts, the Tamashi, with its clean and simple appearance, enjoys considerable popularity among the general populace. As a result, the Tamashi often secures the top spot in some sketchy popularity polls on comm networks, and there are even rumors suggesting that the Tamashi is highly popular in similar events hosted within pirate and pathers.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Satori,SHIP,"While often assigned to auxiliary and support tasks, the Neru-class is essentially a versatile cruiser, with a flexible weapon array that allows it to play a significant role in both small and large-scale engagement.

As one of the few large ships designed before the re-apperance of Gensoukyou Manufacture, the Neru-class is somewhat of a budgetary miracle. In a scenario where most funds were allocated to economic development and the design of small ships, a design team primarily composed of outsider researchers managed to achieve performance beyond expectations by utilizing some of the excavated Domain-era technologies from within the Boundary despite limited funding. On the other hand, due to substantial support from individuals and civilian organizations within the Boundary, the development of the Neru-class's ship systems and built-in modules proceeded quite smoothly (Although it did cause various degrees of temporary psychological damage to many outsiders participants along the way).

In the days following the re-apperance, the Neru-class has consistently been tasked with supporting light fleets in combating pirates and pathers. Perhaps due to the deterrent power of its ship systems, fear of the Neru-class has now become commonplace in the underworld.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Yagokoro,SHIP,"Undoubtedly the flagship of the Gensoukyou Manufacture fleet, the Yagokoro-class is a flexible and efficient multipurpose capital ship. However, to fully unleash its capabilities, it requires an exceptionally skilled commander.

Although most of the research and development funds were invested in the development of small ships before the re-appearance of Gensoukyou Manufacture, the Yagokoro-class still received sufficient resources to sustain a slow-paced development. This is done as an emergency plan upon re-appearance. Because of the above reasons, significant portion of the ship's structure had already been designed before the re-appearance. After the re-appearance and re-contact, the project naturally received the highest priority and was rapidly put into combat.

From a design perspective, the Yagokoro partially inherited the theory of concentrated application of large carriers and strike crafts from the Expansion Era, while absorbing some typical battleship elements. This hybrid design, coupled with advanced support AI from within the Boundary and an enormous wide range displacement device known as the ""Endless Gallery"" makes the Yagokoro a extremely practical design.

Like the stories within the Boundray suggest, the present-day Yagokoro mainly undertakes the defense of important targets like their namesake. In popular fiction, the commander and AI assistant of the Yagokoro-class are often depicted as wise sages.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Miracle,SHIP,"A typical Gensoukyou Manufacture ship renowned for its frontal firepower and sustained suppression capabilities. The Kiseki-class possesses formidable resilience and diverse tactical applications that seem to defy its basic parameters, seemingly giving it abilities to create miracles.

The initial design of the Kiseki-class was almost unrelated to the outside. It was originally being steadily developed as a civilian cargo ship for a civilian organization within the Boundary. The original design was a modular transport vessel designed for rapid shipping tasks, intentionally excluding shields and relying solely on a special ships system called the ""Miracle of Winds"" for protection. However, with the re-appearance, the government began searching for alternative designs. Due to the exceptional performance of the ""Miracle of Winds"" system, which replaced shields in the original design, the Kiseki project was swiftly militarized.

Thanks to the earlier modular design, the Kiseki-class could accommodate the most advanced flux systems and corresponding weapon arrays available at the time in Gensoukyou Manufacture. The remaining researchers from within the boundary once again optimized its power system and outer hull. In the end, this ship, which defied common sense but exuded a unique sense of the mystical, joined the fleet of Gensoukyou Manufacture, continually creating new miracles.

To commemorate this miraculous development process, all Kiseki-class ships have the simplified emblem of the original civilian organization painted in specific locations.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Byakuren,SHIP,"An intermediate ship between a battlecruiser and a battleship, the Byakuren-class possesses considerable sustained firepower and relatively good maneuverability for a capital ship, though it cannot be considered supercapital at this time.

Representing the cutting-edge of conventional Gensoukyou Manufacture fleet doctrines, the Byakuren-class boasts ample sustained firepower and a relatively flexible equipment arrangement. Its compact hull structure relies primarily on efficient shields and its inherent maneuverability for defense. However, from a logistical perspective, the expensive and challenging-to-maintain Byakuren-class is clearly unsuitable for widespread construction. Not to mention, the Byakuren-class places significant demands on the quality of its commanders and crew members. The combination of these factors makes this type of ship relatively rare in the Gensoukyou Manufacture fleet.

Regardless of these challenges, when the Byakuren-class charges through enemy lines with lightning speed and unleashes its firepower at close range, all voices of oppositions becomes inconsequential. After all, everyone's sage has more important things to do.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Nightbird,SHIP,"A high-speed electronic warfare vessel with a certain degree of interferences capability. The Yasuzume demonstrates considerable efficiency in supporting large capital ships and countering missiles. However, this doesn't mean it cannot participate in skirmish like a conventional ship.

The image of Yasuzume is almost entirely different from the original design of a resilient electronic warfare vessel as envisioned by Gensoukyou Manufacture. After numerous modifications and adjustments by the Yasuzume design team, It ultimately achieved the initial requirements in a different form. This was accomplished by significantly reducing conventional armor and extensive use of low-cost composite materials, granting Yasuzume unparalleled speed and maneuverability. Multiple redundant systems and automated damage control allows the ship to carry on with its missions even after the ship has lost its armored protection. The central ECM system, serving as the ship's core, can handle dangerous missiles from a relatively long distance. The tenacity of a ship with such a design is clear.

On the other hand, rumors suggest that the Yasuzume project is accompanied by a peculiar romantic story. Unfortunately, due to the existence of confidentiality regulations and similar constraints, the specific plot details are left to the imaginations of the reader.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Loupgarou,SHIP,"One of the few true support vessels in Gensoukyou Manufacture's designs, an actual danmaku arsenal.

Although not initially designed as a support ship to carry a large number of missile weapons, almost all Kagerou-class ships have been retrofitted into their current form with the modernization process of the Gensoukyou Manufacture fleet. Despite such drastic modifications, the modern Kagerou-class remains simple and reliable, much like its early models. After all, in this region of space dominated by missiles, the best way to protect allies is to use more missiles to defeat the enemy first...

Their reliable performance has also influenced the portrayal of Kagerou-class crew members in related fiction. They are commonly depicted as loyal and honest, emphasizing camaraderie, a theme that is particularly popular in the creations within Gensoukyou.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Hearn,SHIP,"A highly unusual cruiser design, with its shipsystems and integrated modules significantly enhancing the operational efficiency of space superiority fighters, while also possessing sufficient firepower for direct engagement.

Although ostensibly designed as a cruiser-level solution for fleet point defense and space superiority operations in Gensoukyou Manufacture's fleet doctrine, the Hearn-class more commonly serves in anti-ship combat missions during actual combat. The ship's jump system, adapted from the Miko-class's mystical skimmer system, allows it to effortlessly teleport most of its fighter intact to the vicinity of enemy ships for a strike. The Hearn-class itself has direct firepower comparable to a conventional destroyer with a superior flux system, supporting it in both point defense and anti-ship combat. All these factors together making the Hearn-class one of the most impressive ship in medium to small-scale engagements.

However, as a ship primarily developed by the inner side of the Boundary, the internal structure and ship systems of the Hearn-class remains characteristically perplexing. Although not surrounded by rumors of disruption to its crew's mental state like some other designs, statistical data does suggest that serving on the Hearn-class does heighten an individual's mental sensitivity. That said, serving on the ship has not caused any truly severe psychological damage to anyone so far.

Furthermore, evidence shows that this class of ship seems to be affected by a more complicated memetic corruption. and its nickname, ""Boundary Scholar"" aptly illustrates this point...",,,,
,,,,,,
FM_Rumia,SHIP,"Representing the next generation of ships incorporating Spell Framework design, the Yuugure-class is a somewhat rare sight due to insufficient emphasis placed on phase ships by Gensoukyou Manufacture as well as being a newer ship class.

While the design was initially guided by the policy of directly adapting the phase ship usage from the Expansion Era, Gensoukyou Manufacture's peculiar application of technology ultimately transformed the ship into something almost entirely different from mainstream phase ships.

As the first ship to integrate the Spell Framework, the Yuugure-class's shipsystems design is quite extraordinary. Thanks to the Spell Frame's ability to allow direct manipulation of spiritual energy and a spirit vessel to store that energy, an all-purpose weapon system known as the Cross of Dark Majesty can be installed. The Cross of Dark Majesty makes the Yuugure-Class an extremely rare ship with both balanced offensive and defensive capabilities (But the massive amount of space taken by the weapon inevitably leads to a lack of conventional weaponry). This dual capability significantly enhances the ship's flexiblity, to some extent compensating for the major weakness of phase ships. However, this also contributes to the fairly high maintenance costs and peculiar maintenance difficulty, making it somewhat costly to maintain compared to other phase ships of its class.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Reisen,SHIP,"A destroyer specialized in raids and harassment, the Reisen-class are often at a disadvantage in head on combat. However, for captains who possess both the courage and experience, the lingering red phantom caused by the activation of the ship's system is a symbol of victory.

Technical collaboration with the inner side of the Boundary has brought new tactical ideas and provided opportunities for further refinement and improvement of old theories. Although designed in the early days of Gensoukyou Manufacture fleet doctrine, the Reisen-class is undoubtedly perfect light ship under expansion era doctrines: the precise teleportation based on Mystical Skimmer solidified the doctrine of ""Surprise"" into the ship's very hull. Combined with the firepower configuration dominated by energy weapons and the usual high maneuverability, it must be acknowledged that the the Reisen-class is more comparable to a conventional Expansion Era ships than some Gensoukyou Manufacture designs.

On the other hand, the flaw of the old theory is also evident considering the repeatedly reinforced but still fragile armored hull and insufficient firepower for a head on engagement. Therefore, overall, mastering such a ship still requires substantial experience and courage.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Baize,SHIP,"Symbol of history and knowledge, named after an ancient beast of fortune. Hakutaku would often wander the outer sectors to seek every possible sliver of hope.

Unlike usual civilian ships in the sector, the Hakutaku is not designed for transporting military supply or civilian goods. She is designed to discover and pass on knowledge, the most valuable good in this sector. From broken data chip of wrecked ship, technical prototype buried in dust, to hibernating probe hidden in the corner of a system. The Hakutaku's mission is to find all these pre-collapse tech and lost scientific basics, and bring them back to the civilized worlds in hopes of changing the prsent.

In line with these requirements, Hakutaku's cargo holds and fuel tanks are designed more towards self-sustainability and supporting small fleets. Additionally, considering the need for atmospheric exploration and the worrying security situation in the outer rim, Hakutaku is equipped with a flight deck capable of supporting standard fighter craft LPC. However, having integrated so many functional devices, the destroyer-class hull no longer allows for the installation of more self-defense weapons. Therefore, despite having a relatively robust shield protection system, Hakutaku cannot is not really in an advantage when facing agile and dangerous foes.

For those worlds that were once abundant with life but now faced with civilizational collapse, Hakutaku's appearance often heralds the return of civilization and order.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Bazhiwu,SHIP,"An extremely radical strike vessal, the Yatagarasu-class has the fantasical design of mounting large energy weapon slots on an escort ship and is equipped with fully adequate flux dissipation grid and reasonably good protection. In some ways, it can be considered quite a powerful escort.

After the researchers from the inner-side and outside the Boundary spent quite some time arguing over the design of the new generation of escort ships, the final product was the Yatagarasu-class. Its design stitches together conventional passive protection with a mystical weapon system in a way that doesn't look half bad. However, behind its outstanding performance is an unlucky design team forced to work overtime. After all, caliberating a large weapon slots, the peculiar reactors provided by the inner side, and the precise electronic devices used to ensure performance to all function in sync proved to be far more challenging than imagined. However, in actual combat, the Yatagarasu demonstrated the engineering genius of the design team.

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Bibliophilia,SHIP,"Another peculiar and extreme design emphasizing survivability above all else, this ship boasts advanced shields and a unique flux system design rarely seen in the entire sector. However, the sense of security from these advantages somehow often leads the ship's commander into overconfident and reckless behavior, ultimately resulting in the ship being beaten into semi-broken mess by enraged pirates and pathers.

The design and tactical application of defensive escort ships led to considerable debate and even physical clashes between supporters of the core era  and supporters of the expansion era design within the Gensoukyou Manufacture Academy. Unable to convince each other due to both side's belief on practical experiment, this dispute provided the Gensoukyou Manufacture fleet with a perfect opportunity, as they are in need of a new security ship. Subsequently, the two vibrant but small teams were somehow brought together in a bizarre manner to complete a new project. The result is this bizarre ship that looks like a shuttle but has unparalleled defensive capabilities.

Thanks to some clever tricks and successful confidentiality procedures, the fleet successfully led both sides of the debate to believe that they were the only ones being funded, gaining an advantage in the budget plan. Although, during the final system integration, the core era supporters responsible for the ship systems and the expansion era supporters responsible for the ship's body and shield system design did discover the true nature of this opportunistic gambit. Still, the miraculously coordinated integration of the two teams quickly made everyone set aside their dissatisfaction with a cheerful ""congratulations, congratulations.""

Like all Gensoukyo Manufacture ships, this ship class seems to be affected by unexplained memetic corruption.",,,,
,,,,,,
FM_Persuasion,WEAPON,"Gensoukyou's version of the needler, it is a pulse weapon used for shield suppression much like the needler it is seeking to mimic. The weapon is also equipped an better-than-nothing energy recovery system that serves as a supporting tool for PD suppression.

Also known as the Needle of Faith, it is said to commemorate a legendary heroine's weapon.",Anti-Shields,"""Can someone explain what these coloured things are...""",,
,,,,,,
FM_SkySerpent_M,WEAPON,"A suppression missile bay with high ammo capacity and reload rate, highly effective at removing armor off large ships and causing considerable distress.

This strange but effective weapon is developed out of a combination of dissatisfaction with the old anti-armor missiles and ingenious ideas of several engineers from the inner side of the boundaries. This remarkably agile missile is not equipped with conventional warheads but instead uses a set of special one-use particle accelerators.

Upon entering the effective range, the pre-loaded high-penetration anti-armor particles will be accelerated in a pre-defined pattern, striking the target's armor from both sides.

Interestingly, although Gensoukyou Manufacture, as the primary user, does not find this missile very efficient, pirates and pathers often find themselves quite annoyed by this little gadget.",Anti-Armor,,,
,,,,,,
FM_SkySerpent_S,WEAPON,"This strange but effective weapon is developed out of a combination of dissatisfaction with the old anti-armor missiles and ingenious ideas of several engineers from the inner side of the boundaries. This remarkably agile missile is not equipped with conventional warheads but instead uses a set of special one-use particle accelerators.

Upon entering the effective range, the pre-loaded high-penetration anti-armor particles will be accelerated in a pre-defined pattern, striking the target's armor from both sides.",Anti-Armor,,,
,,,,,,
FM_Seal,WEAPON,"This specialized plasma cannon can fire danmaku with limited guidance abilities. Though it has a very strange name and its method of opertaion its difficult for the average operator to understand, the weapon's powerful long range firepower is able to fill a gap amongst the weapons commonly available in the sector.

Many urban legend enthusiasts are eager to study how this weapon achieved its guidance ability. However, most explanations to date have been considered more psuedo-scientific than the official explanation. As a result, there are very little acceptance for those theories.",Long-Range Supports,,,
,,,,,,
FM_DesireAccelerator,WEAPON,"A perplexing long-range support weapon capable of projecting fairly dangerous self-guided energy beams over extreme distances. However, its exorbitant and disproportionate flux cost often discourages potential users.

Although the weapon is functionally similar to conventional blaster weapons in the sector, the the energized plasma has been processed via spiritual energy before release through the weapon's high energy conduit , giving the projectile self-guidance capabilities.

Based on the tracking ability and the weapon's intriguing name, the Desire Accelerator has inspired its own share of urban legends like many other Gensoukyou Manufacture weapons.",Long-Range Supports,,,
,,,,,,
FM_LunaticBow,WEAPON,"This weapon is exactly what the name says on the tin, a electromagnetic longbow. The weapon fires specialized arrow-shaped projectiles using a principle similar to Gauss cannons. The arrows contains integrated teleportation technology that teleport energy mines to the location of impact and detonate, serving as a useful psychological deterrence. However, this weapon still cannot pose sufficient threat to heavily armor target.

Its name may originate from a certain legend from the inner side of the boundary, mainly about the ""Lunarians"" and the ""Impurity on the Earth.""",Long-Range Strike,,,
,,,,,,
FM_Spark_pd,WEAPON,"The smallest version of the Spark series of beam weapons. Compared to the Burst PD Laser, the spark has a larger capacitor and enhanced range, but smaller single-shot damage.

No matter how you look at it, it is just your typical small PD beam. However, the spirit energy technology used to improve the weapon's capacitor efficency also seems to have created a mysterious side-effect of improving the sense of security amongst the ship's crew members when this weapon is fired.

Even if one does not believe in these effects, the weapon's unique firing sound can still provide some soothing effect to fatigued crew members in battle.",Point Defense,,,
,,,,,,
FM_Spark_heavy,WEAPON,"A larger version of the Spark burst beam weapon. Although it has fairly decent flux efficiency, its capacitor requires a long time to charge, and its anti-armor effectiveness is even lower compared to the smaller Spark.

Many people consider this weapon a revolutionary upgrade to the Phase Lance, as it retained reasonable single burst damage while gaining a longer range and a more flexible capacitor system. In reality, the weapon's performance is achieved with a significant compromise in anti-armor effectiveness. Nevertheless, for engagement between various small-sized ships, this is not considered a flaw.",General,,,
,,,,,,
FM_Masterspark,WEAPON,"An unparalleled medium-range beam weapon. The weapon is still one of the strongest firepower in the sector and a force to be reckoned with, despite its poor flux efficiency.

A weapon that relies entirely on its power output to solve every issue, just aiming at enemy and fire should produce good results.

This version, specifically built into the Majou-class Destroyer, comes with a special reactor design.",Supression,,,
,,,,,,
FM_IllusionLaser_S,WEAPON,"The small sized Illusion Laser while featuring superior range, is not as effective an anti-armor weapon as its larger counterpart.

The decision to leave the turret and optical system design entirely to individuals from the inner side of the boundaries has resulted in a beam is struggles to concentrate damage. However, due to the weapon's excellent energy circuit design, Illusion Laser did enter service in the end.",General,,,
,,,,,,
FM_IllusionLaser_M,WEAPON,"Despite its inability to concentrate all its beams, this weapon's output power is much higher than Tactical Laser and Graviton Beam, giving it great anti-armor performance. 

An improved product after the Miniature Illusion Laser received multiple complaints. This redesign has an improved optical system whilst retaining the outstanding energy system of the original.

Like its inner side prototype, it is suitable for close-range combat.",Long-Range Supports,,,
,,,,,,
FM_IcicleFall,WEAPON,"Icicle is a standard anti-ship pulse weapon capable of continuously projecting partially ionized energy bolt with a relative high rate of fire. However, the weapon's high rate of fire also leads to the fluctuation in the bolt's trajectory and even instability in the bolts themselves...

This renowned multi-purpose pulse weapon operates on fairly traditional principles: A high-frequency pulse laser is used to destabilize the gaseous-state ammunition, which are then launched via an accelerator. Due the use of unconventional gas ammunition and pulse generator, the internal components of the resulting energy bolt often begin to react with each other over time, leading to the disintegration and splitting of the projectiles. However, this peculiar quirk combination actually give this weapon more possible uses, since it allows the projectile can still reach or sometime even exceed the weapon's paper max range.",General,,,
,,,,,,
