name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Herdsman,acs_auxilia,Exploration Combat Tender,Low Tech,plasmajets,4,2000,300,1500,1250,100,30,1,60,120,70,90,180,200,OMNI,,90,0.5,1.2,,,20,35,150,50,1,40,9,16000,8,4,240,0.25,4,4,33,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp",,0.5,2,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo Mk.IV DEPRECRATED,acs_mil_buffalo,Militarized Freighter,Low Tech,canister_flak,3,2600,400,2250,1667,100,60,,75,60,40,25,30,350,NONE,,0,0,0,,,30,60,250,50,2,15,9,20000,5,10,360,0.25,5,5,,,,,,,,,,0.6,2,3,,
Vigiles,acs_vigiles,Militarized Freighter,Low Tech,canister_flak,4,3200,400,2250,1667,100,60,,65,60,40,25,30,350,NONE,,0,0,0,,,30,60,200,40,2,15,9,20000,4,10,360,0.25,4,4,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.6,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaeton Mk.II,acs_phaetonmkii,Militarized Tanker,Low Tech,acs_raiderdrive,9,5500,800,5000,3333,250,90,1,55,35,20,30,20,450,OMNI,,180,0.5,1,,,75,150,120,200,3,30,9,28000,5,12,420,0.25,8,8,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates, base_bp",,0.4,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mook,acs_mookrail,,Low Tech,,,400,100,150,,100,0,,125,75,75,45,90,50,NONE,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,no_dealer,,0,,,,
Watchtower,acs_watchtowerfrig,Constructed Emplacement,Low Tech,flarelauncher,3,4500,575,3400,2813,225,1,2,5,5,50,20,20,450,OMNI,,120,0.5,1.5,,,0,0,,,2,20,8,40000,5,10,540,0.25,0,0,,,,,,,,no_dealer,,0.5,2,3,,
Bigmook,acs_bigmookfrig,Deployable Defense Drone,Low Tech,,3,1800,500,750,1650,200,1,,180,175,100,90,120,200,NONE,,0,0,0,,,0,0,,,1,30,4,7500,5,10,240,0.25,0,0,,,,,,,,no_dealer,,0.4,2,2,,
Rorarii,acs_rorariifrig,Deployable Defense Frigate,Low Tech,,3,1500,300,750,1250,100,1,,120,100,90,90,120,150,NONE,,0,0,0,,,0,0,,,1,20,9,10000,5,5,480,0.25,0,0,,,,,,,,no_dealer,,0.5,2,2,,
Limes,acs_mod_collossus,Carrier Galleon,Low Tech,maneuveringjets,14,9000,750,8000,8750,250,120,2,30,8,4,4,2,3000,OMNI,,90,0.5,1,,,250,300,200,400,5,40,9,150000,2,10,720,0.25,10,10,,,,,,,CARRIER,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.7,2,4,,
Thanvare (E),acs_modprom_frigcarrier,Modified Line Trireme,Low Tech,damper,20,15000,1500,10500,11250,600,250,3,50,16,10,4,4,4000,OMNI,,120,0.7,1.5,,,250,300,1200,1000,10,80,8,200000,2,20,720,0.25,40,40,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.75,3,5,,
Thanvare,acs_modprom,Modified Line Trireme,Low Tech,damper,20,15000,1500,10500,11250,600,250,5,50,16,10,4,4,4000,OMNI,,120,0.7,1.5,,,250,300,1200,1000,10,80,8,200000,2,20,720,0.25,40,40,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.75,3,5,,
Sparabara,acs_modatlas,Modified Line Galleon,Low Tech,burndrive,20,10000,1400,16000,25000,900,250,2,25,6,2,6,4,5000,FRONT,,90,0.5,1,,,350,600,800,400,8,40,8,220000,2,20,720,0.25,30,30,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.7,2,4,,
Sparabara (E),acs_modatlas_frigcarrier,Modified Line Galleon,Low Tech,burndrive,20,10000,1400,16000,25000,900,250,2,25,6,2,6,4,5000,FRONT,,90,0.5,1,,,350,600,800,400,8,40,8,220000,2,20,720,0.25,30,30,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.7,2,4,,
Comitatenses,acs_commitatensis,Heavy Destroyer,Low Tech,acs_raiderdriveSafe,12,6000,900,6000,4167,250,100,1,70,80,50,30,50,600,OMNI,,90,0.5,1,,,50,80,80,50,2,25,9,45000,5,12,420,0.25,12,12,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.4,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripenses,acs_ripenses,Line Destroyer,Low Tech,ammofeed,7,5000,700,5000,2500,200,90,1,75,60,40,25,30,500,FRONT,,120,0.4,1,,,30,60,150,100,2,40,9,30000,5,10,420,0.25,6,6,36,125,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.5,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explorantores,acs_explorantores,Expedition Frigate,Low Tech,flarelauncher,1,600,200,1500,1250,50,30,1,120,70,50,30,60,200,FRONT,,120,0.4,0.8,,,10,18,100,120,1,300,9,2000,5,20,180,0.25,1,1,,,,,,,"CIVILIAN, TANKER,",base_bp,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legion (P),acs_legion_p,Battlecarrier,Low Tech,canister_flak,25,17000,1600,12000,12500,500,260,4,30,15,15,6,6,3500,FRONT,,160,0.5,1,,,700,1500,300,300,15,20,7,325000,3,12,620,0.25,38,38,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT",pirates,,0.4,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onslaught (P),acs_onslaught_p,Battleship,Low Tech,microburn,25,19000,1700,17000,15000,600,360,,25,10,10,4,4,3500,FRONT,,160,0.5,1,,,750,1500,300,400,15,27,7,310000,3,12,620,0.25,38,38,,,,,,,,pirates,,0.4,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foederati,acs_foederati,Modified Line Cruiser,Low Tech,microburn,15,11000,1500,9000,8750,450,200,1,35,20,10,12,12,2250,FRONT,,120,0.4,1,,,250,300,200,160,4,30,9,125000,4,12,540,0.25,20,20,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.4,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Savvaran,acs_super_champion,Elite Heavy Cruiser,Midline,acs_raiderdriveSafe,15,12000,1350,12000,11000,700,200,,80,55,45,25,20,1500,FRONT,,210,0.4,0.8,,,200,300,150,150,4,38,9,125000,4,12,480,0.25,30,30,,,,,,,,"rare_bp, merc",,0.5,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fryd (C),acs_tarsusmod_carrier,Constructor Carrier,Low Tech,canister_flak,7,4500,400,2000,2083,125,45,3,45,35,25,25,15,400,OMNI,,120,0.66,1.2,,,30,80,350,80,3,27,9,18000,5,20,420,0.25,7,7,,,,,,,CARRIER,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.7,2,4,,
Fryd,acs_tarsusmod,Modified Artillery Freighter,Low Tech,canister_flak,7,4500,400,2500,2083,125,50,,45,35,25,25,15,400,OMNI,,120,0.66,1.2,,,30,80,350,80,3,27,9,18000,5,20,420,0.25,7,7,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates",,0.7,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phaeton Mk.IV,acs_phaetonmkiv,Raider Junker,Low Tech,acs_skirmisherdriveStatsSafe,9,6000,800,5000,3333,250,100,,55,35,20,30,20,450,FRONT,,120,0.6,1,,,75,150,120,200,3,30,9,28000,5,12,420,0.25,12,12,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates, base_bp",,0.4,2,3,,
Shivatir,acs_promjunkbarge,Junk Barge,Low Tech,maneuveringjets,11,10000,1250,7000,6000,350,115,2,40,15,10,12,6,1500,FRONT,,120,0.6,1,,,80,300,600,180,3,60,7,70000,5,10,540,0.25,25,25,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates, base_bp",,0.4,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onslaught (XIII),acs_onslaught_xiii,Battleship,Low Tech,acs_ammofeeddamper,28,20000,1750,17000,15000,600,360,1,25,10,10,4,4,3500,FRONT,,180,0.4,1,,,750,1500,300,400,15,27,7,350000,3,12,720,0.25,40,40,,,,,,,,rare_bp,,0.4,2,4,,
Legion (XIII),acs_legion_xiii,Battlecarrier,Low Tech,reservewing,28,18000,1650,12000,12500,500,260,6,30,15,15,6,6,3500,FRONT,,180,0.4,1,,,700,1500,300,300,15,20,7,375000,3,12,720,0.25,40,40,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT",rare_bp,,0.4,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnabas,acs_barnabas,Combat Hauler,Low Tech,damper,8,7000,900,5000,6000,250,90,2,40,15,10,12,6,1500,OMNI,,120,0.5,1.2,,,80,200,800,500,3,60,9,60000,5,10,540,0.25,9,9,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates, base_bp",,0.4,2,3,,
Barnabas (P),acs_barnabas_p,Battler Hauler,Low Tech,burndrive,9,8000,900,6000,6000,250,110,1,40,15,10,12,6,1500,FRONT,,120,0.5,1.2,,,80,200,600,300,3,60,9,65000,5,10,540,0.25,10,10,,,,,,,,"independent, scavengers, mercantile, merc, lowtech_bp, pirates, base_bp",,0.4,2,3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borer (B),acs_drone_borer,,,,,200,25,200,,100,,,240,200,200,180,360,5,NONE,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
