name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
Excession,TTSC_excession,Light Cruiser,TTSC,microburn,14,5000,600,9000,,600,130,,95,100,80,30,60,650,OMNI,,180,0.3,0.7,,,60,120,60,80,3,27,9,115000,4,12,420,0.25,20,20,,,,,,,,TTSC_bp,,0.7,2,3,,
Ghalssel,TTSC_ghalssel,Combat Tanker,TTSC,flarelauncher,5,1200,300,1700,,125,45,,108,70,50,30,60,250,OMNI,,120,0.5,1.2,,,5,10,15,200,1,300,9,8000,8,20,180,0.25,4,4,,,,,,,TANKER,TTSC_bp,,0.7,2,4,,
Gillan,TTSC_gillan,Salvage Freighter,TTSC,flarelauncher,11,2800,400,4000,,400,80,1,90,90,60,50,100,350,OMNI,,360,0.3,0.6,,,35,50,450,50,2,20,9,60000,5,20,300,0.25,12,12,,,,,,,FREIGHTER,TTSC_bp,,0.7,2,3,,
Hronish,TTSC_hronish,Carrier,TTSC,flarelauncher_active,18,8000,800,11000,,800,195,6,60,45,25,25,25,1800,OMNI,,180,0.5,0.8,,,75,200,150,90,3,30,8,200000,4,20,420,0.25,35,35,,,,,,,CARRIER,TTSC_bp,,0.6,2,3,,
Hylozoist,TTSC_hylozoist,Frigate Carrier,TTSC,plasmajets,8,1250,200,2500,,220,55,1,149,150,125,90,270,250,OMNI,,120,0.2,0.8,,,15,25,30,20,1,20,11,36000,10,20,180,0.25,8,8,,,,,,,,TTSC_bp,,0.5,2,2,,
Idiran,TTSC_idiran,Mining Freighter,TTSC,flarelauncher,3,1200,200,900,,70,35,1,140,80,80,90,120,125,OMNI,,120,0.5,1,,,2,10,100,20,0.5,30,9,4000,5,20,180,0.25,3,3,,,,,,,FREIGHTER,TTSC_bp,,0.5,2,2,,
Ingenui,TTSC_ingenui,Combat Freighter,TTSC,maneuveringjets,3,1200,200,1000,,80,35,,158,90,80,90,120,125,OMNI,,120,0.5,1,,,2,10,60,15,0.5,30,9,4000,5,20,180,0.25,2,2,,,,,,,,TTSC_bp,,0.5,2,2,,
Jandraligeli,TTSC_jandraligeli,Combat Tanker,TTSC,flarelauncher,10,2500,450,3500,,195,90,,54,30,20,25,15,450,OMNI,,120,0.5,1.2,,,10,20,20,600,2,400,8,22000,5,20,300,0.25,6,6,,,,,,,TANKER,TTSC_bp,,0.75,3,4,,
Jernau,TTSC_jernau,Combat Super Freighter,TTSC,emp,18,9000,750,8000,,550,180,,36,10,10,5,5,4000,OMNI,,120,0.5,1,,,250,300,1200,400,10,40,8,150000,2,20,720,0.25,24,24,,,,,,,,TTSC_bp,,0.7,2,4,,
Kakistocrat,TTSC_kakistocrat,Heavy Frigate,TTSC,temporalshell,11,2000,250,2500,,250,75,,117,120,100,60,120,300,OMNI,,180,0.4,0.6,,,35,45,40,20,1,20,10,30000,7,20,180,0.25,8,8,,,,,,,,TTSC_bp,,0.5,2,2,,
Kraiklyn,TTSC_kraiklyn,Combat Tanker,TTSC,plasmajets,20,15000,1500,10500,,550,230,,50,20,15,7,7,4000,OMNI,,180,0.5,1.2,,,250,300,200,800,10,80,7,200000,2,20,720,0.25,30,30,,,,,,,TANKER,TTSC_bp,,0.75,3,5,,
Latebricole,TTSC_latebricole,Phase Frigate,TTSC,emp,10,1650,550,2500,,350,50,,155,120,100,60,120,200,PHASE,phasecloak,90,,,0.05,0.05,10,15,25,50,1,50,10,40000,10,20,180,0.25,8,8,,,,,,,,TTSC_bp,,0.5,2,2,,
Qualifier,TTSC_qualifier,Destroyer,TTSC,microburn,15,4000,650,5000,,500,105,,81,50,40,40,40,400,OMNI,,180,0.3,0.7,,,35,60,50,100,2,50,9,110000,5,20,300,0.25,20,20,,,,,,,,TTSC_bp,,0.5,2,3,,
Revisionist,TTSC_revisionist,Q Ship,TTSC,plasmajets,12,3000,300,6000,,400,95,,90,90,60,40,100,300,OMNI,,120,0.3,0.6,,,35,50,350,40,2,20,9,60000,5,20,300,0.25,12,12,,,,,,,,TTSC_bp,,0.7,2,3,,
Succour,TTSC_succour,Heavy Cruiser,TTSC,highenergyfocus,15,9500,1000,10000,,700,165,,54,40,30,15,20,1500,FRONT,,210,0.4,0.8,,,200,300,150,150,4,38,8,125000,4,12,480,0.25,25,25,,,,,,,,TTSC_bp,,0.5,2,4,,
Troubadour,TTSC_troubadour,Phase Destroyer,TTSC,acausaldisruptor,15,4000,650,5000,,500,95,,72,60,40,30,30,400,PHASE,phasecloak,90,,,0.05,0.04,25,50,60,100,2,50,9,120000,5,20,300,0.25,20,20,,,,,,,,TTSC_bp,,0.5,2,3,,
Ucalegon,TTSC_ucalegon,Phase Light Cruiser,TTSC,acausaldisruptor,19,5000,750,6000,,600,120,,72,75,70,30,50,400,PHASE,phasecloak,90,,,0.05,0.04,60,110,90,110,3,27,9,115000,4,12,420,0.25,20,20,,,,,,,,TTSC_bp,,0.5,2,3,,
Vescovo,TTSC_vescovo,Assault Transport,TTSC,flarelauncher,13,6500,350,5500,,600,165,,54,40,30,30,20,900,FRONT,,150,0.5,0.8,,,250,1500,300,120,3,40,8,50000,3,20,480,0.25,15,15,,,,,,,TRANSPORT,TTSC_bp,,0.6,2,3,,
Xenocrat,TTSC_xenocrat,Dreadnaught,TTSC,fortressshield,45,18000,1500,25000,,1250,385,2,36,15,10,5,5,3500,OMNI,,360,0.6,0.6,,,400,1000,300,300,10,30,7,500000,4,25,720,0.25,70,70,,,,,,,,TTSC_bp,,0.6,2,4,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#INTERCEPTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scree,TTSC_scree,,TTSC,,,300,10,200,,50,0,,175,350,250,90,180,10,OMNI,,160,0,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,0,,,,
#FIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riptalon,TTSC_riptalon,,TTSC,,,450,50,600,,150,0,,160,300,250,90,180,30,OMNI,,160,0,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,0,,,,
#BOMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equator,TTSC_equator,,TTSC,,,500,25,500,,50,0,,130,150,125,30,90,50,OMNI,,180,0,1,,,3,3,,,,,,,,,,,,,,,,,,,,,,0,,,,
#Drone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rascal,TTSC_rascal,,TTSC,,,600,125,350,,150,0,,125,75,75,45,90,50,OMNI,,160,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,108
