name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sModDesc,sprite
Warburn Systems (Fighter),A_S-F_GyastarHullmod,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_GyastarHullmod,<The Fortress of Annihilation>,<The Fortress of Annihilation>,,graphics/hullmods/A_S-F_warburn.png
Assault Coils,A_S-F_rinkaHullmod_p,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_rinkaHullmod_p,<Enemy in my sights!>,Increased Ballistic performance.,,graphics/hullmods/A_S-F_rinkaHullmod_p.png
Inertial Bracing,A_S-F_inertialBracing,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_inertialBracing,"To compensate for the sheer levels of force that the ships thrusters can apply, additional specialised bracing has been installed to ensure the ship can survive even the most extreme maneuvres.
This bracing has a secondary benefit of acting as a spall liner, giving the ship greater resistance to damage.

Fragmentation damage taken by hull and armour reduced by %s.
Weapon and Engine health increased by %s.","Fluff, and Frag Resist.",,graphics/hullmods/A_S-F_inertialBracing.png
Exotic Structure,A_S-F_exoticStructure,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_exoticStructure,"This vessel features a combination of atypical design traits and exotic materials, in combination this results in superior performance in various areas in exchange for an increased logistic overhead.

The monthly maintenance supply cost is increased by %s.
Engine repair rate increased by %s.
Kinetic damage taken by hull and armour reduced by %s.","Supply cost and engine repair rate up, armour/hull kinetic resist.",,graphics/hullmods/A_S-F_exoticStructure.png
Pritzl Flux Coherer,A_S-F_pritzlFlux,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_pritzlFlux,<Flux Power Fantasy>,<Flux Power Fantasy>,,graphics/hullmods/A_S-F_pritzlFlux.png
Flogger Mount Redundancy,A_S-F_floggerMounts,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_floggerMounts,<The floggers medium mount buffs the weapon type not installed in it>,<The floggers medium mount buffs the weapon type not installed in it>,,graphics/hullmods/A_S-F_floggerMounts.png
Flogger Afterburner Visuals,A_S-F_afterburnerVisuals,,,,,,,,TRUE,TRUE,0,0,0,0,org.amazigh.foundry.hullmods.ASF_afterburnerVisuals,"Hidden hullmod, handles the vfx for the floggers shipsystem","Hidden hullmod, handles the vfx for the floggers shipsystem",,graphics/hullmods/insulated_engine_assembly.png
Adaptive Variable Mounts,A_S-F_phobiaFlex,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_phobiaFlex,"<Phobia hullmod, universal mount memes>","<Phobia hullmod, universal mount memes>",,graphics/hullmods/A_S-F_phobiaFlex.png
Jorogumo Module Phase,A_S-F_joroModulePhase,,,,,,,,TRUE,TRUE,0,0,0,0,org.amazigh.foundry.hullmods.ASF_joroModulePhase,"Hidden hullmod, makes the Jorogumos module have no collision","Hidden hullmod, makes the Jorogumos module have no collision",,graphics/hullmods/phase_field.png
Clavata Drone Bay,A_S-F_clavataDummy,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_clavataDummy,"This ship features a bay that automatically deploys eight Clavata Phase Drones.

The drones are slowly replenished if destroyed, will orbit the ship and are armed with a defensive PD Laser.",Jorogumo Drone info hullmod,,graphics/hullmods/A_S-F_clavataBay.png
Secondary Flux Bank,A_S-F_initoneBank,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_initoneBank,"<Initone hullmod, gives a secondary soft-flux store>","<Initone hullmod, gives a secondary soft-flux store>",,graphics/hullmods/A_S-F_initoneBank.png
Energy Bolt Converger,A_S-F_energyBoltConverger,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_energyBoltConverger,"<""Energy BRF"">","<""Energy BRF"">",,graphics/hullmods/A_S-F_converger.png
Ammon Hullmod,A_S-F_ammonHullmod,,,,,,,,TRUE,TRUE,0,0,0,0,org.amazigh.foundry.hullmods.ASF_ammonHullmod,<Ammon Timescale meme>,<Ammon Timescale meme>,,graphics/hullmods/insulated_engine_assembly.png
Servant Targeting Core,A_S-F_ServantHullmod,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_ServantHullmod,Advanced targeting unit that provides a significant increase to weapons range.,Advanced targeting unit that provides a significant increase to weapons range.,,graphics/hullmods/advanced_targeting_core.png
Malice Resonator,A_S-F_UndyingMalice,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_UndyingMalice,<The lone flower blooming in the Abyss.>,<The lone flower blooming in the Abyss.>,,graphics/hullmods/A_S-F_undyingMalice.png
Novel Coil Geometry,A_S-F_MaliceCoils,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_MaliceCoils,"<A heretic, clad in the husks of the dead.>","<A heretic, clad in the husks of the dead.>",,graphics/hullmods/A_S-F_MaliceCoils.png
,,,,,,,,,,,,,,,,,,,
# ANOMALY,,,,,,,,,,,,,,,,,,,
Anomalous Systems,A_S-F_anomalousSystems,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_AnomalousSystems,HWPREDICT ROUND FAIL; VDEF PERCENTNAN; CDEF PREDICT & PREDICTSIGMA OOB;,HWPREDICT ROUND FAIL; VDEF PERCENTNAN; CDEF PREDICT & PREDICTSIGMA OOB;,,graphics/hullmods/A_S-F_anomalousSystems.png
Anomalous Systems,A_S-F_anomalousSystems_a,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_AnomalousSystems_a,EPS OUTPUT FAIL; RRD COMPUTE OOB; RPN & MRTG FORECAST NAN;,EPS OUTPUT FAIL; RRD COMPUTE OOB; RPN & MRTG FORECAST NAN;,,graphics/hullmods/A_S-F_anomalousSystems.png
Anomalous Systems,A_S-F_anomalousSystems_c,,,,,,,,TRUE,,0,0,0,0,org.amazigh.foundry.hullmods.ASF_AnomalousSystems_c,RRA SCAN NAN; ES-RESTART FAIL; MANITRACK COMPUTE OOB;,RRA SCAN NAN; ES-RESTART FAIL; MANITRACK COMPUTE OOB;,,graphics/hullmods/A_S-F_anomalousSystems.png
,,,,,,,,,,,,,,,,,,,
# Anarchy Systems,,,,,,,,,,,,,,,,,,,
Ungoverned Ballistic Loader,A_S-F_anarchyBallistic,1,,Anarchy Systems,"offensive, merc",Weapons,10000,,,,1,1,1,1,org.amazigh.foundry.hullmods.ASF_AnarchyBallistic,MinMaxer Ballistic Hullmod,MinMaxer Ballistic Hullmod,"Ballistic weapon Rate of Fire bonus is increased to %s.
Ballistic weapon Ammo Regeneration Bonus is increased to %s.

Weapon Recoil Malus is reduced to %s.
Weapon turn rate Malus is reduced to %s.",graphics/hullmods/A_S-F_anarchyBallistic.png
Energy Conduit Overcharger,A_S-F_anarchyEnergy,1,,Anarchy Systems,"offensive, merc",Weapons,10000,,,,1,1,1,1,org.amazigh.foundry.hullmods.ASF_AnarchyEnergy,MinMaxer Energy Hullmod,MinMaxer Energy Hullmod,"Energy weapon damage bonus is increased to %s.

Overload duration Malus is reduced to %s.
Flux capacity Malus is reduced to %s.",graphics/hullmods/A_S-F_anarchyEnergy.png
Exposed Flux Radiators,A_S-F_anarchyFlux,1,,Anarchy Systems,"special, merc",Special,10000,,,,1,1,1,1,org.amazigh.foundry.hullmods.ASF_AnarchyFlux,MinMaxer Flux Hullmod,MinMaxer Flux Hullmod,"Flux dissipation bonus is increased to %s.

Armor rating Malus is reduced to %s.
EMP damage taken Malus is reduced to %s.",graphics/hullmods/A_S-F_anarchyFlux.png
Ungoverned Shield Emitter,A_S-F_anarchyShields,1,,Anarchy Systems,"defensive, merc",Shields,10000,,,,1,1,1,1,org.amazigh.foundry.hullmods.ASF_AnarchyShields,MinMaxer Shield Hullmod,MinMaxer Shield Hullmod,"Shield damage taken reduction is increased to %s.

Top speed and maneuverability Malus is reduced to %s.
Shield turn and unfold rate Malus is reduced to %s.",graphics/hullmods/A_S-F_anarchyShields.png
Overclocked Targeting Unit,A_S-F_anarchyTargeting,1,,Anarchy Systems,"offensive, merc",Weapons,10000,,,,1,1,1,1,org.amazigh.foundry.hullmods.ASF_AnarchyTargeting,MinMaxer Range Hullmod,MinMaxer Range Hullmod,"Weapon range bonus is increased to %s.

Flux dissipation Malus is reduced to %s.
Peak performance time Malus is reduced to %s.",graphics/hullmods/A_S-F_anarchyTargeting.png
,,,,,,,,,,,,,,,,,,,
# Standard Modular,,,,,,,,,,,,,,,,,,,
Electromagnetic Flux Stabiliser,A_S-F_ElectroVent,1,,,"special, merc",Special,8000,,,,3,6,9,16,org.amazigh.foundry.hullmods.ASF_ElectroVent,Zappy Rapid Overload,Zappy Rapid Overload,Increases flux capacity by %s/%s/%s/%s.,graphics/hullmods/A_S-F_electroVent.png
