name,id,designation,tech/manufacturer,system id,fleet pts,hitpoints,armor rating,max flux,8/6/5/4%,flux dissipation,ordnance points,fighter bays,max speed,acceleration,deceleration,max turn rate,turn acceleration,mass,shield type,defense id,shield arc,shield upkeep,shield efficiency,phase cost,phase upkeep,min crew,max crew,cargo,fuel,fuel/ly,range,max burn,base value,cr %/day,CR to deploy,peak CR sec,CR loss/sec,supplies/rec,supplies/mo,c/s,c/f,f/s,f/f,crew/s,crew/f,hints,tags,rarity,breakProb,minPieces,maxPieces,travel drive,number
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basileus,ii_basileus,Missile Frigate,Imperium,ii_microforge,5,2250,200,1750,1875,150,55,,110,90,80,45,90,225,OMNI,,120,0.5,0.9,,,15,30,50,25,1,25,10,12000,8,12,180,0.25,5,5,,,,,,,,"ii_ship_bp, merc",,0.4,2,2,,7655
Carrum,ii_carrum,Light Freighter,Imperium,ii_flares,3,1500,150,1000,1250,100,30,,125,80,60,45,60,250,OMNI,,120,0.5,1,,,5,20,150,20,1.5,20,9,7500,5,20,180,0.25,3,3,50,100,,,,,"CIVILIAN, FREIGHTER","ii_common_bp, ind",,0.4,2,2,,7656
Decurion,ii_decurion,Gunship,Imperium,ii_impulsebooster,5,1750,300,2500,2500,200,62,,135,110,80,50,75,200,FRONT,,180,0.25,0.8,,,20,40,40,30,1,30,11,16000,8,12,180,0.25,5,5,,,,,,,,"ii_ship_bp, merc",,0.5,2,2,,7657
Triarius,ii_triarius,Frigate,Imperium,ii_turbofeeder,5,2500,400,2200,2188,175,62,,110,110,60,60,80,250,FRONT,,270,0.4,0.9,,,25,50,40,25,1,25,10,14000,8,10,240,0.25,5,5,,,,,,,,"ii_common_bp, ii_ship_bp, ind, merc",,0.4,2,2,,7658
Maximus,ii_maximus,Phase Frigate,Imperium,ii_celeritydrive,11,2000,400,3000,4375,300,50,,160,120,100,50,100,250,PHASE,ii_phasecloak,90,,,0.05,0.05,10,15,25,50,1,50,10,43000,10,30,240,0.25,9,9,,,,,,,PHASE,"ii_rare_bp, rare_bp, hist1t, merc, special_allows_system_use, system_allows_special_use",0.75,0.5,2,2,,7659
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Praetorian,ii_praetorian,Destroyer,Imperium,ii_turbofeeder,10,5000,650,3500,4167,250,100,,85,50,35,30,40,400,OMNI,,120,0.4,0.9,,,40,80,80,60,2,30,9,43000,5,12,420,0.25,10,10,,,,,,,,"ii_common_bp, ii_ship_bp, ind, merc",,0.5,2,3,,7660
Interrex,ii_interrex,Destroyer,Imperium,ii_impulsebooster,10,4500,400,5500,5833,350,105,,80,60,50,25,50,450,FRONT,,150,0.4,0.8,,,40,100,100,70,2,35,9,45000,5,15,360,0.25,10,10,,,,,,,,"ii_ship_bp, merc",,0.5,2,3,,7661
Legionary,ii_legionary,Heavy Destroyer,Imperium,ii_overdrive,12,6000,600,6000,5833,350,120,,75,60,30,30,30,500,FRONT,,240,0.4,0.9,,,60,80,80,60,3,20,9,70000,5,12,480,0.25,15,15,,,,,,,,"ii_rare_bp, rare_bp, hist2t, merc",,0.4,2,3,,7662
Princeps,ii_princeps,Light Carrier,Imperium,ii_flares,12,5500,500,4000,3750,225,95,2,65,30,30,25,15,500,OMNI,,180,0.6,0.9,,,60,120,90,50,2,25,9,56000,5,15,360,0.25,14,14,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT","ii_ship_bp, merc",,0.4,2,3,,7663
Lynx,ii_lynx,Phase Destroyer,Imperium,ii_shockbuster,15,4500,650,4000,6666,400,100,,80,50,30,35,50,400,PHASE,ii_phasecloak,90,,,0.04,0.05,30,75,80,80,2,40,9,110000,5,30,360,0.25,18,18,,,,,,,PHASE,"ii_rare_bp, rare_bp, hist2t, merc, special_allows_system_use, system_allows_special_use",,0.6,2,3,,7664
Libritor,ii_libritor,Siege Destroyer,Imperium,ii_arbalestloader,11,4500,500,5000,4167,250,65,1,75,40,40,35,45,400,FRONT,,210,0.5,0.7,,,50,100,70,50,2,25,9,60000,5,15,420,0.25,11,11,,,,,,,,"ii_ship_bp, merc",,0.5,2,3,,7665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ixon,ii_ixon,Missile Cruiser,Imperium,ii_magnumsalvo,13,6000,800,6000,7000,325,115,,65,30,30,20,20,850,FRONT,,270,0.4,0.8,,,100,180,120,100,3,33,9,110000,4,15,360,0.25,20,20,,,,,,,WEAPONS_FRONT_TO_BACK ,"ii_rare_bp, rare_bp, merc",,0.5,2,3,,7666
Sebastos,ii_sebastos,Cruiser,Imperium,ii_impulsebooster,14,8000,950,9000,9000,450,130,1,55,40,30,20,30,1100,OMNI,,120,0.5,0.8,,,150,250,150,120,3,40,8,130000,4,12,480,0.25,20,20,,,,,,,,"ii_common_bp, ii_ship_bp, ind, merc",,0.5,2,3,,7667
Dictator,ii_dictator,Heavy Cruiser,Imperium,ii_turbofeeder,16,11500,1250,12000,10500,525,180,,45,20,15,12,20,2100,FRONT,,180,0.4,1,,,200,350,125,150,5,30,8,140000,4,12,540,0.25,28,28,,,,,,,,"ii_ship_bp, merc",,0.4,2,3,,7668
Ardea,ii_ardea,Light Battlecarrier,Imperium,ii_commandcenter,15,7500,900,9000,8000,400,135,2,70,45,35,15,20,1200,OMNI,,180,0.5,0.9,,,150,250,120,90,3,30,8,135000,3,12,420,0.25,22,22,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT","ii_ship_bp, merc",,0.5,2,3,,7669
Adamas,ii_adamas,Phase Cruiser,Imperium,ii_luxfinis,21,9000,1400,10000,12000,600,140,,90,40,30,20,20,1400,PHASE,ii_phasecloak,90,,,0.04,0.04,75,200,100,100,3,33,8,260000,4,30,540,0.25,35,35,,,,,,,PHASE,"ii_rare_bp, rare_bp, hist3t, kanta_gift",0.5,0.5,2,3,,7670
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominus,ii_dominus,Battlecruiser,Imperium,ii_overdrive,26,12000,1100,12000,17500,700,240,2,45,20,15,6,10,2500,OMNI,,150,0.5,1,,,400,500,200,300,10,30,8,350000,4,12,660,0.25,45,45,,,,,,,,"ii_rare_bp, rare_bp, hist3t, merc",,0.5,2,4,,7671
Caesar,ii_caesar,Battleship,Imperium,ii_shockbuster,28,18000,1600,20000,20000,800,320,,40,15,10,5,5,4000,OMNI,,60,0.25,1,,,650,1300,400,300,15,20,7,420000,3,15,720,0.25,50,50,,,,,,,,"ii_rare_bp, rare_bp, merc",,0.4,2,4,,7672
Matriarch,ii_matriarch,Battlestar,Imperium,ii_commandcenter,32,25000,1350,18000,16250,650,300,6,30,12,12,4,3,5000,OMNI,,90,0.5,0.8,,,1000,2000,600,400,15,26,7,560000,3,15,720,0.25,65,65,,,,,,,"CARRIER, COMBAT, NO_AUTO_ESCORT","ii_rare_bp, rare_bp, merc",,0.4,2,5,,7673
Olympus,ii_olympus,Strike Platform,Imperium,ii_flares,28,9000,900,10000,10000,400,190,,30,7.5,10,3,4,2800,FRONT,,360,0.5,1,,,150,200,150,200,20,10,6,620000,1,5,900,0.25,50,50,,,,,,,,"ii_rare_bp, req_military, no_dealer",0.25,0.6,2,4,,7674
Barrus,ii_barrus,Heavy Combat Freighter,Imperium,ii_impulsebooster,18,12000,1200,11000,11250,450,190,,40,20,15,6,4,3500,OMNI,,120,0.5,1,,,200,400,1200,400,6,40,7,190000,2,15,600,0.25,25,25,48,200,,,,,,"ii_rare_bp, rare_bp",,0.5,2,4,,7675
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ii_titan,Titan,Imperium,ii_explode,0,7000,700,12000,4000,200,0,,90,75,15,5,5,800,NONE,,0,0,0,,,0,0,0,0,0,0,6,0,1.25,5,300,0.5,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",no_dealer,,1,8,12,,7676
,ii_titan_armor,Titan,Imperium,ii_opendoors,0,7000,700,4000,4000,200,0,,40,40,25,15,20,680,NONE,,0,0,0,,,0,0,0,0,0,0,6,0,1.25,5,300,0.5,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX, SHIP_WITH_MODULES",no_dealer,,1,3,5,,7677
,ii_titan_targeting,Titan,Imperium,ii_opendoors,0,7000,700,4000,4000,200,0,,40,40,25,15,20,680,NONE,,0,0,0,,,0,0,0,0,0,0,6,0,1.25,5,300,0.5,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX, SHIP_WITH_MODULES",no_dealer,,1,3,5,,7678
,ii_titan_elite,Titan,Imperium,ii_explode,0,7000,700,12000,4000,200,0,,90,75,15,5,5,800,NONE,,0,0,0,,,0,0,0,0,0,0,6,0,1.25,5,300,0.5,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",no_dealer,,1,8,12,,7679
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ii_titan_armor_door,Door,Imperium,,0,500,300,0,,0,0,,100,1,1,10,10,30,NONE,,0,0,0,,,0,0,0,0,0,0,,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_no_status_bar,,0.5,1,2,,7680
,ii_titan_targeting_door,Door,Imperium,,0,1000,300,0,,0,0,,100,1,1,10,10,60,NONE,,0,0,0,,,0,0,0,0,0,0,,0,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_no_status_bar,,0.5,1,2,,7681
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orbital Station,ii_station1,Orbital Station,Imperium,,100,40000,1600,1000,2500,100,0,,30,200,200,2,2,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,50,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,2002
Battlestation,ii_station2,Battlestation,Imperium,ii_drone_station2_half,200,80000,2000,1000,2500,100,0,,30,200,200,2,2,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,75,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,2003
Star Fortress,ii_station3,Star Fortress,Imperium,ii_drone_station2,400,160000,2400,1000,2500,100,0,,30,200,200,2,2,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,100,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,2004
Stella Castellum,ii_station4,Stella Castellum,Imperium,ii_drone_station2_super,600,240000,3000,1000,2500,100,0,,30,200,200,2,2,5000,NONE,,0,0,0,,,0,0,0,0,1,0,0,500000,10,10,,,125,50,,,,,,,"STATION, UNBOARDABLE, HIDE_IN_CODEX",,,0,,,,2004
,ii_module_armor_left,Station Armour,Imperium,,1,5000,1500,0,2500,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2051
,ii_module_armor_right,Station Armour,Imperium,,1,5000,1500,0,2500,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2051
,ii_module_armor_straight,Station Armour,Imperium,,1,5000,1500,0,2500,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2051
,ii_module_armor_leftsmall,Station Armour,Imperium,,1,5000,1500,0,2500,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2051
,ii_module_armor_rightsmall,Station Armour,Imperium,,1,5000,1500,0,2500,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2051
,ii_module_armor_leftbig_heavy,Station Heavy Armour,Imperium,,1,7500,1500,0,2500,100,0,,0,0,0,10,10,500,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2051
,ii_module_armor_rightbig_heavy,Station Heavy Armour,Imperium,,1,7500,1500,0,2500,100,0,,0,0,0,10,10,500,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2051
,ii_module_strut,Station Structural Spur,Imperium,,1,5000,1500,0,2500,100,0,,0,0,0,10,10,400,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2053
,ii_module_strutshort,Station Structural Spur,Imperium,,1,5000,1500,0,2500,100,0,,0,0,0,10,10,300,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2053
,ii_module_combat,Heavy Combat Module,Imperium,forgevats_station,1,20000,1500,30000,30000,1200,1000,,0,0,0,10,10,3000,FRONT,,75,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,7682
,ii_module_support,Heavy Support Module,Imperium,ii_commandcenter,1,15000,1500,10000,12500,500,1000,2,0,0,0,10,10,3000,FRONT,,75,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,0.5,2,4,,7683
,ii_module_bastion,Missile Bastion,Imperium,,1,7500,1250,8000,7500,300,1000,,0,0,0,10,10,500,FRONT,,180,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,2,,2065
,ii_module_superbastion,Magnum Support Citadel,Imperium,ii_magnumsalvo_station,1,10000,1500,12000,10000,400,1000,2,0,0,0,10,10,500,FRONT,,210,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,2,,2065
,ii_module_citadel,Beam Bastion,Imperium,,1,12500,1500,20000,25000,1000,1000,,0,0,0,10,10,1000,FRONT,,180,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2066
,ii_module_supercitadel,Heavy Beam Citadel,Imperium,ii_luxfinis,1,15000,1500,26000,31250,1250,1000,,0,0,0,10,10,1000,FRONT,,210,0.4,1,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",,,1,2,4,,2066
,ii_module_drone,Drone Launcher,Imperium,ii_drone_station,1,5000,1500,0,2500,100,0,,0,0,0,10,10,10,NONE,,0,0,0,,,0,0,0,0,1,0,,500000,,1,,,0,0,,,,,,,"UNDER_PARENT, UNBOARDABLE, HIDE_IN_CODEX",module_hull_bar_only,,1,2,3,,2051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamato,ii_boss_dominus,Mod-Battleship,Unique Imperium,ii_boss_modifiedbooster,31,13000,1250,20000,17500,700,340,,45,20,15,6,10,3000,OMNI,,150,0.4,1,,,400,500,200,300,10,30,8,1050000,4,12,660,0.25,54,54,,,,,,,HIDE_IN_CODEX,"no_autofit, no_dealer",,0.5,2,4,,7684
,ii_boss_titanx,Titan-X,Unique Imperium,ii_empburst,35,14000,1400,24000,20000,800,175,,45,30,10,4,4,4000,OMNI,,90,0.4,0.8,,,150,200,200,500,10,50,8,1500000,4,10,600,0.25,75,75,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX","no_autofit, restricted, no_dealer",,1,8,16,,7685
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ii_dummy,,Imperium,,9999999,1000,300,0,,0,0,,100,1,1,10,10,60,NONE,,0,0,0,,,0,0,0,0,0,0,,0,,1,,,9999999,9999999,,,,,,,"UNBOARDABLE, HIDE_IN_CODEX",no_dealer,,0.5,1,2,,7686
