id,type,size,intensity,fadeout,color,offset,hit size,hit intensity,hit fadeout,hit color,flash size,flash intensity,flash fadeout,flash color,flash offset,chance,fighter dim
SCY_tebS,projectile,25,1.5,1,"[50,100,255]",,50,2,1,"[50,100,255]",35,3,0.1,"[50,100,255]",,1,TRUE
SCY_teleporterS,projectile,75,5,1,"[45,45,255]",,150,2,1.5,"[45,45,255]",120,10,0.15,"[100,100,255]",,1,TRUE
SCY_uhebS,projectile,35,1,0.5,"[50,100,255]",,80,1,0.75,"[50,100,255]",50,1.2,0.75,"[50,100,255]",,1,TRUE
SCY_kaccS,projectile,150,0.5,0.3,"[200,190,255]",,200,0.5,0.6,"[200,190,255]",100,0.4,0.5,"[200,190,255]",,1,TRUE
,,,,,,,,,,,,,,,,,
#MISSILES,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SCY_antiS,projectile,15,2,0.75,"[100,165,255]",5,150,1,0.5,"[255,100,50]",,,,,,1,FALSE
SCY_arcS,projectile,15,2,0.75,"[100,165,255]",13,275,1,1,"[100,100,255]",,,,,,1,FALSE
SCY_clusterS,projectile,30,2,0.75,"[100,165,255]",13,275,1,1,"[100,100,255]",,,,,,1,FALSE
SCY_clusterbombS,projectile,,,,,,250,0.4,1,"[255,225,50]",,,,,,0.7,FALSE
SCY_clusteremptyS,projectile,30,2,0.75,"[100,165,255]",13,275,1,1,"[100,100,255]",,,,,,1,FALSE
SCY_coastingS,projectile,15,2,0.75,"[100,165,255]",13,275,1,1,"[100,100,255]",,,,,,1,FALSE
SCY_laserS,projectile,15,2,0.75,"[100,165,255]",13,400,1,1.5,"[100,100,255]",,,,,,1,FALSE
SCY_mrmS,projectile,20,2,0.75,"[100,165,255]",10,200,1,1,"[100,100,255]",,,,,,1,FALSE
SCY_phaseS,projectile,30,2,0.75,"[255,200,150]",13,275,1,1,"[100,100,255]",,,,,,1,FALSE
SCY_phasedS,projectile,30,2,0.75,"[100,165,255]",13,300,1,1,"[100,100,255]",,,,,,1,FALSE
SCY_rocketS,projectile,100,0.3,0.75,"[100,165,255]",13,225,0.45,1,"[100,100,255]",,,,,,1,FALSE
SCY_singularityS,projectile,30,3,1,"[100,165,255]",13,500,1,1.5,"[100,100,255]",,,,,,1,FALSE
SCY_swarmS,projectile,15,1,0.75,"[100,165,255]",5,150,1,0.75,"[100,100,255]",,,,,,1,FALSE
,,,,,,,,,,,,,,,,,
#BEAMS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SCY_Fbeam,beam,25,0.2,,"[50,180,215]",,50,0.15,,"[10,130,175]",250,0.1,,"[10,130,175]",,1,TRUE
SCY_hack,beam,10,1,,"[255,130,200]",,,,,,,,,,,1,TRUE
SCY_khalkotauroiMain,beam,65,1.2,,"[50,180,215]",,200,1.5,,"[10,130,175]",100,1.5,,"[10,130,175]",,1,TRUE
SCY_lvds,beam,20,2,,"[130,75,75]",,40,1.5,,"[130,110,75]",,,,,,1,TRUE
SCY_minigun1,beam,10,0.3,,"[255,25,25]",,15,0.8,,"[255,25,25]",20,1,,"[255,102,102]",,1,TRUE
SCY_minigun2,beam,15,0.3,,"[255,25,25]",,30,0.8,,"[255,25,25]",20,1,,"[255,102,102]",,1,TRUE
SCY_minigun3,beam,20,0.3,,"[255,25,25]",,55,0.8,,"[255,25,25]",30,1,,"[255,102,102]",,1,TRUE
SCY_oscillating,beam,40,0.25,,"[80,220,120]",,,,,,,,,,,1,TRUE
SCY_scatter,beam,20,0.3,,"[50,180,215]",,150,0.2,,"[10,130,175]",65,0.25,,"[10,130,175]",,1,TRUE
SCY_scpb,beam,55,0.95,,"[120,150,205]",,80,1,,"[20,70,155]",65,1.2,,"[20,70,155]",,1,TRUE
SCY_telchineMain,beam,20,5,,"[215,97,50]",,20,1,,"[215,97,50]",,,,,,1,TRUE
